.292,9.513,0,0,0,0,-.37,.25,0,0,-.32,.33,2.35
.299,-.002,0,0,0,0,-.37,.25,0,0,-.32,.33,2.35
.3,-.002,0,0,0,0,-.37,.25,0,0,-.32,.33,2.35
.299,-.012,0,.001,0,0,-.4,.25,0,0,-.32,.33,2.35
.298,.011,0,0,0,0,-.4,.25,0,0,-.32,.33,2.35
.296,.006,0,0,0,0,-.4,.25,0,0,-.32,.33,2.35
.295,.014,0,0,0,0,-.4,.25,0,0,-.32,.33,2.35
.292,.016,0,0,0,0,-.45,.26,0,0,-.32,.33,2.35
.294,.005,0,0,0,0,-.45,.26,0,0,-.32,.33,2.35
.294,.008,0,0,0,0,-.45,.26,0,0,-.32,.33,2.35
.296,.009,0,0,0,0,-.45,.26,0,0,-.32,.33,2.35
.302,.007,0,.001,0,0,-.48,.25,0,0,-.32,.33,2.35
.296,-.004,0,0,0,0,-.48,.25,0,0,-.32,.33,2.35
.297,.009,0,0,0,0,-.48,.25,0,0,-.32,.33,2.35
.295,0,0,0,0,0,-.48,.25,0,0,-.32,.33,2.35
.296,-.008,0,0,0,0,-.48,.25,0,0,-.32,.33,2.35
.296,-.007,0,0,0,0,-.52,.23,0,0,-.32,.33,2.35
.296,.001,0,.001,0,0,-.52,.23,0,0,-.32,.33,2.35
.294,.002,0,.001,0,0,-.52,.23,0,0,-.32,.33,2.35
.299,-.001,0,0,0,0,-.52,.23,0,0,-.32,.33,2.35
.298,.006,0,0,0,0,-.52,.23,0,0,-.32,.33,2.35
.296,.001,0,0,0,0,-.52,.23,0,0,-.32,.33,2.35
.302,-.001,0,0,0,0,-.52,.23,0,0,-.32,.33,2.35
.292,.006,0,0,0,0,-.52,.23,0,0,-.32,.33,2.35
.299,.014,0,0,0,0,-.5,.2,0,0,-.32,.33,2.35
.297,-.004,0,0,0,0,-.5,.2,0,0,-.32,.33,2.35
.292,-.004,0,0,0,0,-.5,.2,0,0,-.32,.33,2.35
.287,.007,0,0,0,0,-.5,.2,0,0,-.32,.33,2.35
.29,.016,0,0,0,0,-.45,.21,0,0,-.32,.33,2.35
.296,-.005,0,0,0,0,-.45,.21,0,0,-.32,.33,2.35
.293,.003,0,0,0,0,-.45,.21,0,0,-.32,.33,2.35
.294,-.002,0,0,0,0,-.45,.21,0,0,-.32,.33,2.35
.293,.006,0,0,0,0,-.4,.21,0,0,-.32,.33,2.35
.299,.007,0,0,0,0,-.4,.21,0,0,-.32,.33,2.35
.3,-.002,0,0,0,0,-.4,.21,0,0,-.32,.33,2.35
.295,.002,0,0,-.179,0,-.4,.21,0,0,-.32,.33,2.35
.298,0,0,0,-.358,0,-.31,.2,0,0,-.32,.33,2.35
.301,0,-.003,-.013,-.358,0,-.31,.2,0,0,-.32,.33,2.35
.294,9.393,-.01,0,-.358,0,-.31,.2,0,0,-.32,.33,2.35
.298,9.496,-.021,0,-.358,0,-.31,.2,0,0,-.32,.33,2.35
.299,9.509,-.033,0,-.358,0,-.23,.19,0,0,-.32,.33,2.35
.298,9.455,-.048,-.006,-.358,0,-.23,.19,0,0,-.32,.33,2.35
.289,9.456,-.07,0,-.358,0,-.23,.19,0,0,-.32,.33,2.35
.291,9.416,-.093,0,-.358,0,-.23,.19,0,0,-.32,.33,2.35
.295,9.477,-.105,-.003,-.358,0,-.17,.2,0,0,-.32,.33,2.35
.302,9.49,-.123,0,-.358,0,-.17,.2,0,0,-.32,.33,2.35
.312,-.017,-.142,.001,-.358,0,-.17,.2,0,0,-.32,.33,2.35
.311,.008,-.168,0,-.358,0,-.17,.2,0,0,-.32,.33,2.35
.317,-.003,-.187,.001,-.358,0,-.17,.2,0,0,-.32,.33,2.35
.328,-.008,-.206,.001,-.358,0,-.23,.21,0,0,-.32,.33,2.35
.337,-.002,-.224,0,-.358,0,-.23,.21,0,0,-.32,.33,2.35
.334,.005,-.243,.001,-.358,0,-.23,.21,0,0,-.32,.33,2.35
.352,.008,-.258,0,-.358,0,-.23,.21,0,0,-.32,.33,2.35
.368,.008,-.273,0,-.358,0,-.64,.19,0,0,-.32,.33,2.35
.357,-.008,-.28,-.001,-.358,0,-.64,.19,0,0,-.32,.33,2.35
.365,-.002,-.285,.001,-.358,0,-.64,.19,0,0,-.32,.33,2.35
.388,-.002,-.285,-.001,-.358,0,-.64,.19,0,0,-.32,.33,2.35
.395,-.012,-.292,0,-.358,0,-1.31,.15,0,0,-.32,.33,2.35
.419,-.001,-.294,0,-.358,0,-1.31,.15,0,0,-.32,.33,2.35
.433,-.001,-.291,0,-.358,0,-1.31,.15,0,0,-.32,.33,2.35
.422,-.011,-.296,0,-.358,0,-1.31,.15,0,0,-.32,.33,2.35
.43,9.495,-.297,0,-.358,0,-1.89,.06,0,0,-.32,.33,2.35
.459,9.487,-.297,.001,-.358,0,-1.89,.06,0,0,-.32,.33,2.35
.459,.003,-.297,.001,-.358,0,-1.89,.06,0,0,-.32,.33,2.35
.481,.01,-.297,.001,-.358,0,-1.89,.06,0,0,-.32,.33,2.35
.516,-.005,-.297,.001,-.358,0,-2.38,-.04,0,0,-.32,.33,2.35
.501,.007,-.297,.004,-.358,0,-2.38,-.04,0,0,-.32,.33,2.35
.519,.003,-.297,.004,-.358,0,-2.38,-.04,0,0,-.32,.33,2.35
.542,.018,-.297,.002,-.358,0,-2.38,-.04,0,0,-.32,.33,2.35
.546,.059,-.298,-.001,-.358,0,-2.69,-.09,0,0,-.32,.33,2.35
.558,-.005,-.297,-.006,-.358,0,-2.69,-.09,0,0,-.32,.33,2.35
.562,.006,-.297,.003,-.358,0,-2.69,-.09,0,0,-.32,.33,2.35
.576,.018,-.298,.001,-.358,0,-2.69,-.09,0,0,-.32,.33,2.35
.588,.012,-.298,.003,-.358,0,-2.69,-.09,0,0,-.32,.33,2.35
.609,.024,-.297,.002,-.358,0,-2.86,-.13,0,0,-.32,.33,2.35
.619,.024,-.296,.001,-.358,0,-2.86,-.13,0,0,-.32,.33,2.35
.635,.014,-.296,.001,-.358,0,-2.86,-.13,0,0,-.32,.33,2.35
.642,-.015,-.296,.001,-.358,0,-2.86,-.13,0,0,-.32,.33,2.35
.654,-.011,-.297,.001,-.358,0,-2.82,-.23,0,0,-.32,.33,2.35
.666,.002,-.297,.001,-.358,0,-2.82,-.23,0,0,-.32,.33,2.35
.686,-.009,-.297,0,-.358,0,-2.82,-.23,0,0,-.32,.33,2.35
.687,-.016,-.298,.002,-.358,0,-2.82,-.23,0,0,-.32,.33,2.35
.698,-.009,-.298,0,-.358,0,-2.67,-.29,0,0,-.32,.33,2.35
.693,.008,-.298,0,-.358,0,-2.67,-.29,0,0,-.32,.33,2.35
.719,.006,-.298,.001,-.358,0,-2.67,-.29,0,0,-.32,.33,2.35
.73,-.003,-.298,.004,-.358,0,-2.67,-.29,0,0,-.32,.33,2.35
.737,.078,-.298,0,-.358,0,-2.44,-.23,0,0,-.32,.33,2.35
.751,.01,-.298,-.002,-.358,0,-2.44,-.23,0,0,-.32,.33,2.35
.761,0,-.298,0,-.358,0,-2.44,-.23,0,0,-.32,.33,2.35
.774,-.001,-.298,-.001,-.358,0,-2.44,-.23,0,0,-.32,.33,2.35
.787,.001,-.298,0,-.358,0,-2.08,-.24,0,0,-.32,.33,2.35
.793,.009,-.297,0,-.358,0,-2.08,-.24,0,0,-.32,.33,2.35
.808,-.055,-.295,-.001,-.358,0,-2.08,-.24,0,0,-.32,.33,2.35
.813,.002,-.297,0,-.358,0,-2.08,-.24,0,0,-.32,.33,2.35
.825,-.008,-.298,-.002,-.358,0,-1.75,-.26,0,0,-.32,.33,2.35
.846,9.5,-.298,.001,-.358,0,-1.75,-.26,0,0,-.32,.33,2.35
.907,-.002,-.298,0,-.358,0,-1.75,-.26,0,0,-.32,.33,2.35
.862,-.002,-.298,-.001,-.358,0,-1.75,-.26,0,0,-.32,.33,2.35
.861,.011,-.298,0,-.358,0,-1.35,-.22,0,0,-.32,.33,2.35
.883,.002,-.297,0,-.358,0,-1.35,-.22,0,0,-.32,.33,2.35
.889,-.002,-.297,0,-.358,0,-1.35,-.22,0,0,-.32,.33,2.35
.906,-.008,-.297,-.001,-.358,0,-1.35,-.22,0,0,-.32,.33,2.35
.915,-.013,-.297,0,-.358,0,-1.05,-.16,0,0,-.32,.33,2.35
.923,-.005,-.297,0,-.358,0,-1.05,-.16,0,0,-.32,.33,2.35
.933,-.002,-.297,-.003,-.358,0,-1.05,-.16,0,0,-.32,.33,2.35
.953,-.014,-.297,0,-.358,0,-1.05,-.16,0,0,-.32,.33,2.35
.965,-.002,-.297,0,-.358,0,-1.05,-.16,0,0,-.32,.33,2.35
.985,.007,-.297,-.001,-.358,0,-.7,-.16,0,0,-.32,.33,2.35
.988,-.051,-.305,0,-.358,0,-.7,-.16,0,0,-.32,.33,2.35
1.005,-.002,-.297,.006,-.358,0,-.7,-.16,0,0,-.32,.33,2.35
1.012,.016,-.297,-.004,-.358,0,-.7,-.16,0,0,-.32,.33,2.35
1.02,-.005,-.297,0,-.358,0,-.4,-.21,0,0,-.32,.33,2.35
1.039,.002,-.298,.001,-.358,0,-.4,-.21,0,0,-.32,.33,2.35
1.019,.003,-.298,0,-.358,0,-.4,-.21,0,0,-.32,.33,2.35
1.058,.001,-.297,.001,-.358,0,-.4,-.21,0,0,-.32,.33,2.35
1.069,.002,-.298,0,-.358,0,-.04,-.2,0,0,-.32,.33,2.35
1.072,.006,-.296,0,-.358,0,-.04,-.2,0,0,-.32,.33,2.35
1.091,.006,-.297,-.002,-.358,0,-.04,-.2,0,0,-.32,.33,2.35
1.086,.004,-.297,0,-.358,0,-.04,-.2,0,0,-.32,.33,2.35
1.101,-.002,-.298,-.008,-.358,0,.26,-.13,0,0,-.32,.33,2.35
1.115,-.007,-.297,0,-.358,0,.26,-.13,0,0,-.32,.33,2.35
1.221,-.003,-.298,.001,-.358,0,.26,-.13,0,0,-.32,.33,2.35
1.148,-.007,-.298,-.001,-.358,0,.26,-.13,0,0,-.32,.33,2.35
1.155,-.011,-.297,0,-.358,0,.63,-.14,0,0,-.32,.33,2.35
1.165,.003,-.297,0,-.358,0,.63,-.14,0,0,-.32,.33,2.35
1.172,.044,-.298,-.002,-.358,0,.63,-.14,0,0,-.32,.33,2.35
1.185,.005,-.298,0,-.358,0,.63,-.14,0,0,-.32,.33,2.35
1.204,.007,-.297,0,-.358,0,.63,-.14,0,0,-.32,.33,2.35
1.207,.02,-.297,.001,-.358,0,1.11,-.22,0,0,-.32,.33,2.35
1.224,.001,-.297,.002,-.358,0,1.11,-.22,0,0,-.32,.33,2.35
1.231,.004,-.298,-.001,-.358,0,1.11,-.22,0,0,-.32,.33,2.35
1.239,-.002,-.297,-.001,-.358,0,1.11,-.22,0,0,-.32,.33,2.35
1.251,-.002,-.297,-.002,-.358,0,1.47,-.26,0,0,-.32,.33,2.35
1.266,.007,-.297,.001,-.358,0,1.47,-.26,0,0,-.32,.33,2.35
1.271,.002,-.297,.014,-.358,0,1.47,-.26,0,0,-.32,.33,2.35
1.29,.01,-.297,.001,-.358,0,1.47,-.26,0,0,-.32,.33,2.35
1.31,.002,-.297,0,-.358,0,1.83,-.25,0,0,-.32,.33,2.35
1.296,.012,-.298,0,-.358,0,1.83,-.25,0,0,-.32,.33,2.35
1.33,-.013,-.298,0,-.358,0,1.83,-.25,0,0,-.32,.33,2.35
1.335,.008,-.298,0,-.358,0,1.83,-.25,0,0,-.32,.33,2.35
1.335,.081,-.298,-.002,-.358,0,2.07,-.27,0,0,-.32,.33,2.35
1.341,.009,-.298,0,-.358,0,2.07,-.27,0,0,-.32,.33,2.35
1.36,-.001,-.302,0,-.358,0,2.07,-.27,0,0,-.32,.33,2.35
1.377,.024,-.298,0,-.358,0,2.07,-.27,0,0,-.32,.33,2.35
1.385,-.011,-.298,0,-.358,0,2.18,-.3,0,0,-.32,.33,2.35
1.396,.011,-.298,0,-.358,0,2.18,-.3,0,0,-.32,.33,2.35
1.401,.002,-.296,0,-.358,0,2.18,-.3,0,0,-.32,.33,2.35
1.416,-.004,-.298,0,-.358,0,2.18,-.3,0,0,-.32,.33,2.35
1.429,.041,-.298,0,-.358,0,2.18,-.33,0,0,-.32,.33,2.35
1.425,-.009,-.298,0,-.358,0,2.18,-.33,0,0,-.32,.33,2.35
1.455,-.007,-.298,.002,-.358,0,2.18,-.33,0,0,-.32,.33,2.35
1.462,-.005,-.298,.002,-.358,0,2.18,-.33,0,0,-.32,.33,2.35
1.472,-.008,-.298,.001,-.358,0,2.03,-.34,0,0,-.32,.33,2.35
1.488,9.485,-.297,.002,-.358,0,2.03,-.34,0,0,-.32,.33,2.35
1.502,.002,-.297,.001,-.358,0,2.03,-.34,0,0,-.32,.33,2.35
1.519,.011,-.297,.001,-.358,0,2.03,-.34,0,0,-.32,.33,2.35
1.529,.003,-.298,-.002,-.358,0,1.66,-.32,0,0,-.32,.33,2.35
1.539,-.002,-.298,-.001,-.358,0,1.66,-.32,0,0,-.32,.33,2.35
1.549,.011,-.298,.008,-.358,0,1.66,-.32,0,0,-.32,.33,2.35
1.558,.014,-.297,.001,-.358,0,1.66,-.32,0,0,-.32,.33,2.35
1.572,-.007,-.298,.001,-.358,0,1.66,-.32,0,0,-.32,.33,2.35
1.586,-.036,-.297,.001,-.358,0,1.17,-.36,0,0,-.32,.33,2.35
1.6,-.002,-.298,.001,-.358,0,1.17,-.36,0,0,-.32,.33,2.35
1.608,.087,-.3,.001,-.358,0,1.17,-.36,0,0,-.32,.33,2.35
1.618,-.008,-.299,0,-.358,0,1.17,-.36,0,0,-.32,.33,2.35
1.623,.001,-.299,0,-.358,0,.58,-.37,0,0,-.32,.33,2.35
1.63,.009,-.298,0,-.358,0,.58,-.37,0,0,-.32,.33,2.35
1.641,.002,-.298,0,-.358,0,.58,-.37,0,0,-.32,.33,2.35
1.636,.009,-.298,0,-.358,0,.58,-.37,0,0,-.32,.33,2.35
1.647,.009,-.298,0,-.358,0,-.14,-.36,0,0,-.32,.33,2.34
1.665,.212,-.298,0,-.358,0,-.14,-.36,0,0,-.32,.33,2.34
1.674,.004,-.298,-.005,-.358,0,-.14,-.36,0,0,-.32,.33,2.34
1.681,.002,-.299,0,-.358,0,-.14,-.36,0,0,-.32,.33,2.34
1.706,-.021,-.299,0,-.358,0,-.78,-.38,0,0,-.32,.33,2.35
1.709,.01,-.298,0,-.358,0,-.78,-.38,0,0,-.32,.33,2.35
1.731,.015,-.297,0,-.358,0,-.78,-.38,0,0,-.32,.33,2.35
1.738,-.012,-.298,0,-.358,0,-.78,-.38,0,0,-.32,.33,2.35
1.752,-.005,-.298,0,-.358,0,-1.39,-.41,0,0,-.32,.33,2.35
1.77,.003,-.298,0,-.358,0,-1.39,-.41,0,0,-.32,.33,2.35
1.779,.005,-.298,0,-.358,0,-1.39,-.41,0,0,-.32,.33,2.35
1.785,.01,-.298,0,-.358,0,-1.39,-.41,0,0,-.32,.33,2.35
1.804,9.456,-.297,0,-.358,0,-1.9,-.44,0,0,-.32,.33,2.35
1.789,9.496,-.298,0,-.358,0,-1.9,-.44,0,0,-.32,.33,2.35
1.829,9.515,-.297,0,-.358,0,-1.9,-.44,0,0,-.32,.33,2.35
1.835,9.54,-.297,0,-.358,0,-1.9,-.44,0,0,-.32,.33,2.35
1.84,.017,-.297,0,-.358,0,-1.9,-.44,0,0,-.32,.33,2.35
1.863,.012,-.297,0,-.358,0,-2.23,-.43,0,0,-.32,.33,2.35
1.876,.004,-.298,0,-.358,0,-2.23,-.43,0,0,-.32,.33,2.35
1.882,.011,-.298,.001,-.358,0,-2.23,-.43,0,0,-.32,.33,2.35
1.889,.006,-.298,0,-.358,0,-2.23,-.43,0,0,-.32,.33,2.35
