"Time (s)","Bridge Pos (m)","Trolley 1 Pos (m)","Trolley 1 Cable Length (m)","Trolley 1 - Trolley direction deflection (m)","Trolley 1 - Bridge direction deflection (m)","Trolley 2 Pos (m)","Trolley 2 Cable Length (m)","Trolley 2 - Trolley direction deflection (m)","Trolley 2 - Bridge direction deflection (m)","Rigid Z Position (m)","Rigid Z Length (m)"
12.72,6.224,2.04,2.77,0.15,-0.06,4.279,2.98,0.01,0.04,0,0
12.76,6.224,2.04,1.46,0.09,-0.01,4.279,2.98,-0.01,0.05,0,0
12.8,6.224,2.039,1.46,0.09,-0.01,4.279,2.98,-0.01,0.05,0,0
12.84,6.224,2.039,1.52,0.09,-0.01,4.279,3.12,0.02,0.01,0,0
12.88,6.224,2.039,1.61,0.07,-0.01,4.278,3.36,0,0.01,0,0
12.92,6.224,2.039,1.64,0.05,-0.02,4.279,1.11,0.09,0.02,0,0
12.96,6.224,2.039,1.64,0.04,-0.02,4.279,1.11,0.08,0.02,0,0
13,6.224,2.039,1.68,0.02,-0.01,4.279,1.11,0.08,0.02,0,0
13.04,6.224,2.04,1.1,0.06,0,4.279,1.11,0.06,0.02,0,0
13.08,6.224,2.04,1.1,0.06,0,4.279,1.11,0.05,0.02,0,0
13.12,6.224,2.039,1.08,0.04,0,4.279,1.1,0.03,0.02,0,0
13.16,6.224,2.039,1.08,0.03,0,4.279,1.1,0.01,0.02,0,0
13.2,6.224,2.039,1.08,0,0,4.278,1.1,0.01,0.02,0,0
13.24,6.224,2.038,1.08,-0.01,0,4.278,1.1,-0.03,0.02,0,0
13.28,6.224,2.039,1.08,-0.02,0,4.278,1.1,-0.03,0.02,0,0
13.32,6.224,2.039,1.08,-0.04,0,4.278,1.1,-0.04,0.02,0,0
13.36,6.224,2.039,1.07,-0.05,0,4.278,1.1,-0.06,0.02,0,0
13.4,6.224,2.039,1.07,-0.06,0,4.279,1.1,-0.08,0.02,0,0
13.44,6.224,2.039,1.07,-0.07,0,4.279,1.1,-0.09,0.02,0,0
13.48,6.224,2.039,1.07,-0.09,0,4.278,1.1,-0.09,0.02,0,0
13.52,6.224,2.039,1.07,-0.1,0,4.278,1.1,-0.1,0.02,0,0
13.56,6.224,2.039,1.07,-0.1,0,4.278,1.1,-0.11,0.02,0,0
13.6,6.224,2.038,1.07,-0.11,0,4.278,1.1,-0.12,0.02,0,0
13.64,6.224,2.038,1.07,-0.11,0,4.278,1.1,-0.13,0.02,0,0
13.68,6.224,2.039,1.07,-0.11,0,4.278,1.1,-0.13,0.02,0,0
13.72,6.225,2.039,1.07,-0.12,0,4.278,1.1,-0.13,0.02,0,0
13.76,6.225,2.039,1.07,-0.12,0,4.278,1.1,-0.13,0.02,0,0
13.8,6.225,2.039,1.07,-0.11,0,4.278,1.1,-0.13,0.02,0,0
13.84,6.225,2.039,1.07,-0.11,0,4.278,1.1,-0.13,0.02,0,0
13.88,6.225,2.039,1.07,-0.1,0,4.278,1.1,-0.12,0.02,0,0
13.92,6.225,2.038,1.08,-0.1,0,4.278,1.1,-0.11,0.02,0,0
13.96,6.225,2.038,1.08,-0.1,0,4.278,1.1,-0.11,0.02,0,0
14,6.225,2.038,1.08,-0.08,0,4.278,1.1,-0.1,0.02,0,0
14.04,6.225,2.039,1.08,-0.07,0,4.278,1.1,-0.09,0.02,0,0
14.08,6.225,2.038,1.08,-0.06,0,4.278,1.1,-0.08,0.02,0,0
14.12,6.225,2.039,1.1,-0.05,0,4.278,1.1,-0.06,0.02,0,0
14.16,6.225,2.039,1.1,-0.03,0,4.278,1.1,-0.06,0.02,0,0
14.2,6.225,2.039,1.1,-0.01,0,4.278,1.11,-0.03,0.02,0,0
14.24,6.225,2.04,1.1,-0.01,0,4.278,1.11,-0.03,0.02,0,0
14.28,6.225,2.039,1.1,0,0,4.278,1.11,-0.01,0.02,0,0
14.32,6.225,2.039,1.11,0.02,0,4.278,1.11,0,0.02,0,0
14.36,6.225,2.038,1.11,0.02,0,4.278,1.11,0.02,0.02,0,0
14.4,6.225,2.039,1.11,0.02,0,4.278,1.11,0.04,0.02,0,0
14.44,6.225,2.039,2.9,0.03,-0.08,4.278,1.11,0.04,0.02,0,0
14.48,6.225,2.039,2.9,0.09,-0.08,4.278,2.84,0.01,-0.01,0,0
14.52,6.225,2.039,2.9,0.09,-0.08,4.279,2.84,0.05,-0.01,0,0
14.56,6.225,2.039,2.84,0.03,-0.06,4.279,2.84,0.08,-0.01,0,0
14.6,6.225,2.039,2.9,0.06,-0.07,4.279,2.7,0.03,0.01,0,0
14.64,6.225,2.039,2.9,0.09,-0.07,4.279,2.7,0.03,0.01,0,0
14.68,6.225,2.039,1.46,0.07,-0.01,4.279,3.36,0.01,0.01,0,0
14.72,6.225,2.039,1.43,0.08,-0.01,4.279,3.36,0.01,0.01,0,0
14.76,6.225,2.039,2.77,0.12,-0.06,4.279,3.12,0.02,0.01,0,0
14.8,6.225,2.039,2.7,0.12,-0.06,4.279,2.84,0.02,0.02,0,0
14.84,6.225,2.039,2.7,0.13,-0.06,4.279,2.98,0.03,0.01,0,0
14.88,6.225,2.039,2.7,0.13,-0.06,4.279,3.05,0.03,0.01,0,0
14.92,6.225,2.04,2.77,0.12,-0.06,4.279,3.05,0.03,0.01,0,0
14.96,6.225,2.039,2.84,0.12,-0.07,4.279,3.05,0.02,0.01,0,0
15,6.225,2.039,1.49,0.07,-0.01,4.279,2.98,0.01,0.01,0,0
15.04,6.225,2.039,1.52,0.07,-0.01,4.279,3.28,0,0.01,0,0
15.08,6.225,2.039,1.58,0.06,-0.01,4.279,1.11,0.1,0.02,0,0
15.12,6.225,2.039,1.61,0.05,-0.01,4.279,1.11,0.1,0.02,0,0
15.16,6.225,2.039,1.64,0.04,-0.02,4.279,1.11,0.09,0.02,0,0
15.2,6.225,2.039,1.1,0.08,0,4.279,1.11,0.07,0.02,0,0
15.24,6.225,2.039,1.1,0.06,0,4.279,1.11,0.06,0.02,0,0
15.28,6.225,2.04,1.1,0.05,0,4.279,1.11,0.05,0.02,0,0
15.32,6.225,2.04,1.08,0.04,0,4.279,1.11,0.05,0.02,0,0
15.36,6.225,2.039,1.08,0.02,0,4.279,1.11,0.01,0.02,0,0
15.4,6.225,2.039,1.08,0.02,0,4.278,1.11,0.01,0.02,0,0
15.44,6.225,2.039,1.08,0,0,4.278,1.1,0,0.02,0,0
15.48,6.225,2.039,1.08,-0.01,0,4.278,1.1,-0.02,0.02,0,0
15.52,6.225,2.039,1.08,-0.02,0,4.278,1.1,-0.04,0.02,0,0
15.56,6.225,2.039,1.08,-0.03,0,4.278,1.1,-0.05,0.02,0,0
15.6,6.225,2.039,1.07,-0.06,0,4.278,1.1,-0.05,0.02,0,0
15.64,6.225,2.039,1.07,-0.06,0,4.278,1.1,-0.08,0.02,0,0
15.68,6.225,2.039,1.07,-0.06,0,4.278,1.1,-0.08,0.02,0,0
15.72,6.225,2.039,1.07,-0.07,0,4.278,1.1,-0.09,0.02,0,0
15.76,6.225,2.039,1.07,-0.09,0,4.278,1.1,-0.1,0.02,0,0
15.8,6.225,2.039,1.07,-0.09,0,4.278,1.1,-0.11,0.02,0,0
15.84,6.225,2.038,1.07,-0.1,0,4.278,1.1,-0.11,0.02,0,0
15.88,6.225,2.039,1.07,-0.1,0,4.278,1.1,-0.11,0.02,0,0
15.92,6.225,2.038,1.07,-0.1,0,4.278,1.1,-0.12,0.02,0,0
15.96,6.225,2.039,1.07,-0.1,0,4.278,1.1,-0.12,0.02,0,0
16,6.225,2.039,1.07,-0.1,0,4.278,1.1,-0.12,0.02,0,0
16.04,6.225,2.039,1.07,-0.1,0,4.278,1.1,-0.11,0.02,0,0
16.08,6.225,2.039,1.07,-0.09,0,4.278,1.1,-0.11,0.02,0,0
16.12,6.225,2.039,1.08,-0.09,0,4.278,1.1,-0.1,0.02,0,0
16.16,6.225,2.039,1.08,-0.08,0,4.278,1.1,-0.1,0.02,0,0
16.2,6.225,2.039,1.08,-0.07,0,4.278,1.1,-0.09,0.02,0,0
16.24,6.225,2.039,1.08,-0.07,0,4.278,1.1,-0.08,0.02,0,0
16.28,6.225,2.039,1.08,-0.06,0,4.278,1.1,-0.07,0.02,0,0
16.32,6.225,2.039,1.08,-0.05,0,4.278,1.1,-0.06,0.02,0,0
16.36,6.225,2.039,1.1,-0.03,0,4.278,1.1,-0.06,0.02,0,0
16.4,6.225,2.039,1.1,-0.02,0,4.278,1.11,-0.04,0.02,0,0
16.44,6.225,2.039,1.1,-0.01,0,4.278,1.1,-0.03,0.02,0,0
16.48,6.225,2.039,1.11,0,0,4.278,1.11,-0.01,0.02,0,0
16.52,6.225,2.039,1.11,0.02,0,4.278,1.11,0,0.02,0,0
16.56,6.225,2.039,1.11,0.03,0,4.278,1.11,0,0.02,0,0
16.6,6.225,2.039,1.1,0.04,0,4.278,1.11,0.03,0.02,0,0
16.64,6.225,2.039,1.11,0.05,0,4.279,1.11,0.03,0.02,0,0
16.68,6.225,2.039,2.9,0.03,-0.08,4.278,2.9,-0.01,-0.02,0,0
16.72,6.225,2.039,2.84,0,-0.07,4.279,2.84,0.02,-0.01,0,0
16.76,6.225,2.039,2.9,0.02,-0.07,4.279,2.84,0.05,-0.01,0,0
16.8,6.225,2.039,2.9,0.04,-0.07,4.279,2.84,0.01,0.01,0,0
16.84,6.225,2.039,2.9,0.04,-0.07,4.279,2.84,0.01,0.01,0,0
16.88,6.225,2.039,1.49,0.05,-0.01,4.279,2.77,0.03,0.01,0,0
16.92,6.225,2.039,2.9,0.08,-0.07,4.279,2.77,0.05,0.01,0,0
16.96,6.225,2.039,2.84,0.09,-0.06,4.279,2.7,0.06,0.01,0,0
17,6.225,2.039,2.77,0.1,-0.06,4.279,2.7,0.06,0.01,0,0
17.04,6.225,2.039,2.77,0.1,-0.06,4.279,2.7,0.06,0.01,0,0
17.08,6.225,2.039,2.77,0.1,-0.06,4.279,3.7,-0.05,-0.01,0,0
17.12,6.225,2.039,2.77,0.1,-0.06,4.279,3.7,-0.05,-0.01,0,0
17.16,6.225,2.039,2.77,0.09,-0.06,4.279,3.36,-0.01,0,0,0
17.2,6.225,2.039,2.9,0.08,-0.07,4.279,2.77,0.05,0.01,0,0
17.24,6.225,2.039,1.52,0.06,-0.01,4.279,2.84,0.04,0.01,0,0
17.28,6.225,2.039,1.55,0.05,-0.01,4.279,1.13,0.09,0.02,0,0
17.32,6.225,2.039,1.61,0.03,-0.01,4.279,1.13,0.09,0.02,0,0
17.36,6.225,2.039,1.1,0.08,0,4.279,1.13,0.08,0.02,0,0
17.4,6.225,2.039,1.1,0.08,0,4.279,1.11,0.07,0.02,0,0
17.44,6.225,2.039,1.1,0.07,0,4.279,1.11,0.06,0.02,0,0
17.48,6.225,2.039,1.1,0.06,0,4.279,1.11,0.04,0.02,0,0
17.52,6.225,2.039,1.1,0.04,0,4.279,1.11,0.04,0.02,0,0
17.56,6.225,2.039,1.08,0.03,0,4.278,1.1,0.01,0.02,0,0
17.6,6.225,2.039,1.08,0.02,0,4.279,1.1,0.01,0.02,0,0
17.64,6.225,2.039,1.08,0.01,0,4.278,1.1,0,0.02,0,0
17.68,6.225,2.039,1.08,0,0,4.278,1.1,-0.01,0.02,0,0
17.72,6.225,2.039,1.08,-0.02,0,4.278,1.1,-0.03,0.02,0,0
17.76,6.225,2.039,1.08,-0.03,0,4.279,1.1,-0.04,0.02,0,0
17.8,6.225,2.039,1.08,-0.03,0,4.278,1.1,-0.04,0.02,0,0
17.84,6.225,2.039,1.07,-0.05,0,4.279,1.1,-0.06,0.02,0,0
17.88,6.225,2.039,1.07,-0.06,0,4.278,1.1,-0.07,0.02,0,0
17.92,6.225,2.039,1.07,-0.07,0,4.279,1.1,-0.08,0.02,0,0
17.96,6.225,2.039,1.07,-0.07,0,4.278,1.1,-0.09,0.02,0,0
18,6.225,2.039,1.07,-0.08,0,4.279,1.1,-0.09,0.02,0,0
18.04,6.225,2.038,1.07,-0.08,0,4.278,1.1,-0.1,0.02,0,0
18.08,6.225,2.039,1.07,-0.09,0,4.278,1.1,-0.1,0.02,0,0
18.12,6.225,2.039,1.07,-0.09,0,4.278,1.1,-0.1,0.02,0,0
18.16,6.225,2.039,1.07,-0.09,0,4.278,1.1,-0.1,0.02,0,0
18.2,6.225,2.039,1.07,-0.09,0,4.278,1.1,-0.1,0.02,0,0
18.24,6.225,2.039,1.07,-0.09,0,4.278,1.1,-0.1,0.02,0,0
18.28,6.225,2.039,1.07,-0.09,0,4.278,1.1,-0.1,0.02,0,0
18.32,6.225,2.039,1.07,-0.08,0,4.278,1.1,-0.1,0.02,0,0
18.36,6.225,2.039,1.08,-0.07,0,4.278,1.1,-0.09,0.02,0,0
18.4,6.225,2.039,1.08,-0.07,0,4.278,1.1,-0.08,0.02,0,0
18.44,6.225,2.039,1.08,-0.05,0,4.278,1.1,-0.07,0.02,0,0
18.48,6.225,2.039,1.1,-0.05,0,4.278,1.1,-0.07,0.02,0,0
18.52,6.225,2.039,1.08,-0.04,0,4.278,1.1,-0.05,0.02,0,0
18.56,6.225,2.039,1.08,-0.04,0,4.279,1.1,-0.05,0.02,0,0
18.6,6.225,2.039,1.08,-0.03,0,4.278,1.11,-0.04,0.02,0,0
18.64,6.225,2.039,1.1,-0.01,0,4.278,1.11,-0.03,0.02,0,0
18.68,6.225,2.039,1.1,0,0,4.279,1.11,-0.01,0.02,0,0
18.72,6.225,2.039,1.1,0.01,0,4.278,1.11,0,0.02,0,0
18.76,6.225,2.039,1.1,0.03,0,4.278,1.11,0,0.02,0,0
18.8,6.225,2.039,1.1,0.04,0,4.279,1.11,0.01,0.02,0,0
18.84,6.225,2.039,1.1,0.04,0,4.279,1.11,0.03,0.02,0,0
18.88,6.225,2.039,1.1,0.05,0,4.278,2.9,-0.03,-0.02,0,0
18.92,6.225,2.039,2.9,0.03,-0.08,4.279,2.84,0,-0.01,0,0
18.96,6.225,2.039,2.9,0.07,-0.08,4.279,2.84,0,-0.01,0,0
19,6.225,2.039,2.98,0.01,-0.07,4.279,2.84,0.06,-0.01,0,0
19.04,6.225,2.039,1.49,0.03,-0.01,4.279,2.84,0.06,-0.01,0,0
19.08,6.225,2.039,1.49,0.04,-0.01,4.279,2.84,0.08,-0.01,0,0
19.12,6.225,2.039,1.49,0.04,-0.01,4.279,2.84,0.09,-0.01,0,0
19.16,6.225,2.039,2.9,0.06,-0.07,4.279,2.77,0.03,0.01,0,0
19.2,6.225,2.039,2.84,0.06,-0.06,4.279,2.77,0.04,0.01,0,0
19.24,6.225,2.039,2.77,0.07,-0.06,4.279,2.77,0.04,0.01,0,0
19.28,6.225,2.039,2.84,0.07,-0.06,4.279,2.77,0.04,0.01,0,0
19.32,6.225,2.039,2.84,0.07,-0.06,4.279,2.77,0.04,0.01,0,0
19.36,6.225,2.039,2.9,0.06,-0.07,4.279,2.77,0.04,0.01,0,0
19.4,6.225,2.039,1.49,0.05,-0.01,4.279,2.84,0.03,0.01,0,0
19.44,6.225,2.039,1.52,0.04,-0.01,4.278,2.84,0.03,0.01,0,0
19.48,6.225,2.039,1.55,0.04,-0.01,4.279,2.84,0.08,-0.01,0,0
19.52,6.225,2.039,1.58,0.03,-0.01,4.279,1.11,0.08,0.02,0,0
19.56,6.225,2.039,1.1,0.08,0,4.279,1.11,0.07,0.02,0,0
19.6,6.225,2.039,1.1,0.06,0,4.279,1.11,0.06,0.02,0,0
19.64,6.225,2.039,1.1,0.06,0,4.278,1.11,0.05,0.02,0,0
19.68,6.225,2.039,1.1,0.05,0,4.279,1.11,0.04,0.02,0,0
19.72,6.225,2.039,1.1,0.05,0,4.278,1.11,0.04,0.02,0,0
19.76,6.225,2.039,1.08,0.03,0,4.278,1.11,0.02,0.02,0,0
19.8,6.225,2.039,1.08,0.02,0,4.278,1.1,0.01,0.02,0,0
19.84,6.225,2.039,1.08,0.01,0,4.279,1.11,0,0.02,0,0
19.88,6.225,2.039,1.08,0,0,4.279,1.1,-0.01,0.02,0,0
19.92,6.225,2.039,1.08,-0.02,0,4.279,1.1,-0.01,0.02,0,0
19.96,6.225,2.039,1.08,-0.03,0,4.278,1.1,-0.04,0.02,0,0
20,6.225,2.039,1.08,-0.03,0,4.278,1.1,-0.04,0.02,0,0
20.04,6.225,2.039,1.08,-0.03,0,4.278,1.1,-0.05,0.02,0,0
20.08,6.225,2.039,1.07,-0.05,0,4.278,1.1,-0.06,0.02,0,0
20.12,6.225,2.039,1.07,-0.06,0,4.278,1.1,-0.07,0.02,0,0
20.16,6.225,2.039,1.07,-0.06,0,4.278,1.1,-0.08,0.02,0,0
20.2,6.225,2.039,1.07,-0.07,0,4.278,1.1,-0.08,0.02,0,0
20.24,6.225,2.038,1.07,-0.07,0,4.278,1.1,-0.08,0.02,0,0
20.28,6.225,2.039,1.07,-0.07,0,4.278,1.1,-0.09,0.02,0,0
20.32,6.224,2.038,1.07,-0.08,0,4.278,1.1,-0.09,0.02,0,0
20.36,6.224,2.039,1.07,-0.08,0,4.278,1.1,-0.09,0.02,0,0
20.4,6.224,2.039,1.07,-0.08,0,4.278,1.1,-0.09,0.02,0,0
20.44,6.224,2.039,1.07,-0.07,0,4.278,1.1,-0.09,0.02,0,0
20.48,6.224,2.039,1.07,-0.07,0,4.278,1.1,-0.09,0.02,0,0
20.52,6.224,2.039,1.07,-0.07,0,4.278,1.1,-0.08,0.02,0,0
20.56,6.224,2.038,1.08,-0.06,0,4.278,1.1,-0.08,0.02,0,0
20.6,6.224,2.039,1.08,-0.06,0,4.278,1.1,-0.07,0.02,0,0
20.64,6.224,2.039,1.08,-0.05,0,4.278,1.1,-0.06,0.02,0,0
20.68,6.224,2.038,1.08,-0.05,0,4.278,1.1,-0.06,0.02,0,0
20.72,6.224,2.039,1.08,-0.03,0,4.278,1.1,-0.05,0.02,0,0
20.76,6.224,2.039,1.08,-0.02,0,4.278,1.11,-0.04,0.02,0,0
20.8,6.224,2.039,1.1,-0.02,0,4.278,1.11,-0.03,0.02,0,0
20.84,6.224,2.039,1.1,-0.01,0,4.278,1.11,-0.02,0.02,0,0
20.88,6.224,2.039,1.1,0,0,4.278,1.11,-0.02,0.02,0,0
20.92,6.224,2.039,1.11,0.01,0,4.278,1.11,-0.01,0.02,0,0
20.96,6.224,2.039,1.11,0.02,0,4.279,1.11,0,0.02,0,0
21,6.224,2.039,1.11,0.04,0,4.278,1.11,0.01,0.02,0,0
21.04,6.224,2.039,1.11,0.05,0,4.279,1.11,0.03,0.02,0,0
21.08,6.224,2.039,1.1,0.06,0,4.279,2.9,-0.04,-0.02,0,0
21.12,6.224,2.039,2.9,0.03,-0.08,4.278,2.84,-0.01,-0.01,0,0
21.16,6.224,2.039,2.9,0.03,-0.08,4.278,2.84,-0.01,-0.01,0,0
21.2,6.224,2.039,1.1,0.08,0,4.279,2.84,0.02,-0.01,0,0
21.24,6.224,2.039,3.05,0,-0.08,4.278,2.84,0.04,-0.01,0,0
21.28,6.224,2.039,2.98,0.01,-0.07,4.279,2.84,0.05,-0.01,0,0
21.32,6.224,2.039,2.98,0.02,-0.07,4.279,2.84,0.07,-0.01,0,0
21.36,6.225,2.039,2.84,0.04,-0.06,4.279,2.84,0.07,-0.01,0,0
21.4,6.225,2.039,2.84,0.04,-0.06,4.279,2.84,0.08,-0.01,0,0
21.44,6.224,2.039,2.84,0.04,-0.06,4.279,2.84,0.08,-0.01,0,0
21.48,6.224,2.039,2.84,0.04,-0.06,4.279,2.84,0.08,-0.01,0,0
21.52,6.224,2.039,2.9,0.04,-0.07,4.279,2.84,0.08,-0.01,0,0
21.56,6.224,2.039,2.9,0.04,-0.07,4.279,2.84,0.08,-0.01,0,0
21.6,6.224,2.039,2.98,0.03,-0.07,4.278,2.84,0.07,-0.01,0,0
21.64,6.224,2.039,1.55,0.02,-0.01,4.279,2.84,0.07,-0.01,0,0
21.68,6.224,2.039,1.1,0.08,0,4.279,2.84,0.05,-0.01,0,0
21.72,6.224,2.039,1.1,0.08,0,4.279,1.13,0.07,0.02,0,0
21.76,6.224,2.039,1.1,0.07,0,4.279,1.13,0.06,0.02,0,0
21.8,6.224,2.039,1.1,0.06,0,4.279,1.11,0.05,0.02,0,0
21.84,6.224,2.039,1.1,0.05,0,4.279,1.11,0.05,0.02,0,0
21.88,6.224,2.039,1.1,0.04,0,4.279,1.11,0.03,0.02,0,0
21.92,6.224,2.039,1.1,0.04,0,4.279,1.11,0.03,0.02,0,0
21.96,6.224,2.039,1.1,0.03,0,4.278,1.11,0.02,0.02,0,0
22,6.224,2.039,1.08,0.02,0,4.278,1.11,0.01,0.02,0,0
22.04,6.224,2.039,1.08,0.01,0,4.278,1.1,0,0.02,0,0
22.08,6.224,2.039,1.08,0,0,4.278,1.1,-0.01,0.02,0,0
22.12,6.224,2.039,1.08,-0.01,0,4.278,1.1,-0.01,0.02,0,0
22.16,6.224,2.039,1.08,-0.02,0,4.278,1.1,-0.03,0.02,0,0
22.2,6.224,2.039,1.08,-0.03,0,4.278,1.1,-0.04,0.02,0,0
22.24,6.224,2.039,1.07,-0.04,0,4.278,1.1,-0.05,0.02,0,0
22.28,6.224,2.039,1.08,-0.04,0,4.278,1.1,-0.06,0.02,0,0
22.32,6.224,2.039,1.07,-0.05,0,4.278,1.1,-0.06,0.02,0,0
22.36,6.224,2.039,1.07,-0.05,0,4.278,1.1,-0.07,0.02,0,0
22.4,6.224,2.039,1.07,-0.06,0,4.278,1.1,-0.07,0.02,0,0
22.44,6.224,2.039,1.07,-0.06,0,4.278,1.1,-0.07,0.02,0,0
22.48,6.224,2.039,1.07,-0.06,0,4.278,1.1,-0.08,0.02,0,0
22.52,6.224,2.039,1.07,-0.07,0,4.278,1.1,-0.08,0.02,0,0
22.56,6.224,2.039,1.07,-0.07,0,4.278,1.1,-0.08,0.02,0,0
22.6,6.224,2.039,1.07,-0.07,0,4.278,1.1,-0.08,0.02,0,0
22.64,6.224,2.039,1.07,-0.06,0,4.278,1.1,-0.08,0.02,0,0
22.68,6.224,2.039,1.07,-0.06,0,4.278,1.1,-0.08,0.02,0,0
22.72,6.224,2.039,1.07,-0.06,0,4.278,1.1,-0.07,0.02,0,0
22.76,6.224,2.039,1.08,-0.05,0,4.278,1.1,-0.07,0.02,0,0
22.8,6.224,2.039,1.08,-0.04,0,4.278,1.1,-0.07,0.02,0,0
22.84,6.224,2.039,1.08,-0.04,0,4.278,1.1,-0.05,0.02,0,0
22.88,6.224,2.039,1.08,-0.04,0,4.278,1.1,-0.05,0.02,0,0
22.92,6.224,2.039,1.08,-0.03,0,4.278,1.1,-0.04,0.02,0,0
22.96,6.224,2.039,1.08,-0.02,0,4.278,1.11,-0.03,0.02,0,0
23,6.224,2.039,1.08,-0.01,0,4.278,1.11,-0.03,0.02,0,0
23.04,6.224,2.039,1.1,0,0,4.278,1.11,-0.01,0.02,0,0
23.08,6.224,2.039,1.1,0.01,0,4.278,1.11,-0.01,0.02,0,0
23.12,6.225,2.039,1.11,0.02,0,4.278,1.11,0,0.02,0,0
23.16,6.225,2.039,1.11,0.02,0,4.278,1.11,0.01,0.02,0,0
23.2,6.225,2.039,1.1,0.03,0,4.278,1.11,0.02,0.02,0,0
23.24,6.225,2.039,1.11,0.04,0,4.278,1.11,0.03,0.02,0,0
23.28,6.225,2.039,1.11,0.05,0,4.278,1.11,0.03,0.02,0,0
23.32,6.225,2.039,1.1,0.06,0,4.278,2.84,-0.01,-0.01,0,0
23.36,6.225,2.039,1.1,0.06,0,4.278,2.84,-0.01,-0.01,0,0
23.4,6.225,2.039,1.11,0.07,0,4.278,2.84,0,-0.01,0,0
23.44,6.225,2.039,1.11,0.07,0,4.278,2.84,0.02,-0.01,0,0
23.48,6.225,2.039,1.11,0.08,0,4.279,2.84,0.03,-0.01,0,0
23.52,6.225,2.039,1.49,0.02,-0.01,4.278,2.84,0.04,-0.01,0,0
23.56,6.225,2.039,2.9,0.01,-0.07,4.278,2.84,0.04,-0.01,0,0
23.6,6.225,2.039,2.9,0.02,-0.07,4.278,2.84,0.05,-0.01,0,0
23.64,6.224,2.039,2.9,0.02,-0.07,4.279,2.84,0.06,-0.01,0,0
23.68,6.225,2.039,2.9,0.02,-0.07,4.279,2.84,0.06,-0.01,0,0
23.72,6.225,2.039,2.9,0.01,-0.07,4.279,2.84,0.05,-0.01,0,0
23.76,6.225,2.039,2.98,0.01,-0.07,4.279,2.84,0.05,-0.01,0,0
23.8,6.225,2.039,2.98,0,-0.07,4.278,2.84,0.04,-0.01,0,0
23.84,6.225,2.039,1.55,0.02,-0.01,4.278,2.84,0.04,-0.01,0,0
23.88,6.225,2.039,1.1,0.07,0,4.278,2.84,0.02,-0.02,0,0
23.92,6.225,2.039,1.11,0.06,0,4.278,1.11,0.06,0.02,0,0
23.96,6.225,2.039,1.11,0.06,0,4.278,1.11,0.05,0.02,0,0
24,6.225,2.039,1.1,0.05,0,4.278,1.11,0.04,0.02,0,0
24.04,6.225,2.039,1.1,0.05,0,4.279,1.11,0.04,0.02,0,0
24.08,6.225,2.039,1.1,0.04,0,4.279,1.11,0.03,0.02,0,0
24.12,6.225,2.039,1.1,0.03,0,4.279,1.11,0.02,0.02,0,0
24.16,6.225,2.039,1.08,0.02,0,4.278,1.11,0.01,0.02,0,0
24.2,6.225,2.039,1.08,0.01,0,4.278,1.11,0,0.02,0,0
24.24,6.225,2.039,1.08,0,0,4.278,1.11,0,0.02,0,0
24.28,6.225,2.039,1.08,-0.01,0,4.278,1.1,-0.02,0.02,0,0
24.32,6.225,2.039,1.08,-0.01,0,4.278,1.1,-0.02,0.02,0,0
24.36,6.225,2.039,1.08,-0.02,0,4.278,1.1,-0.03,0.02,0,0
24.4,6.225,2.039,1.08,-0.03,0,4.278,1.1,-0.04,0.02,0,0
24.44,6.225,2.039,1.08,-0.03,0,4.278,1.1,-0.04,0.02,0,0
24.48,6.225,2.039,1.08,-0.04,0,4.278,1.1,-0.05,0.02,0,0
24.52,6.225,2.039,1.07,-0.04,0,4.278,1.1,-0.05,0.02,0,0
24.56,6.225,2.039,1.07,-0.05,0,4.278,1.1,-0.06,0.02,0,0
24.6,6.225,2.039,1.07,-0.05,0,4.278,1.1,-0.06,0.02,0,0
24.64,6.225,2.039,1.07,-0.05,0,4.278,1.1,-0.07,0.02,0,0
24.68,6.225,2.039,1.07,-0.05,0,4.278,1.1,-0.07,0.02,0,0
24.72,6.225,2.039,1.07,-0.06,0,4.278,1.1,-0.07,0.02,0,0
24.76,6.225,2.039,1.07,-0.06,0,4.278,1.1,-0.07,0.02,0,0
24.8,6.225,2.039,1.07,-0.05,0,4.278,1.1,-0.07,0.02,0,0
24.84,6.225,2.039,1.07,-0.05,0,4.278,1.1,-0.07,0.02,0,0
24.88,6.225,2.039,1.07,-0.05,0,4.278,1.1,-0.06,0.02,0,0
24.92,6.225,2.039,1.08,-0.05,0,4.278,1.1,-0.06,0.02,0,0
24.96,6.225,2.039,1.08,-0.04,0,4.278,1.1,-0.05,0.02,0,0
25,6.225,2.039,1.08,-0.04,0,4.278,1.1,-0.05,0.02,0,0
25.04,6.225,2.039,1.08,-0.03,0,4.278,1.1,-0.05,0.02,0,0
25.08,6.225,2.039,1.08,-0.02,0,4.278,1.1,-0.04,0.02,0,0
25.12,6.225,2.039,1.08,-0.02,0,4.278,1.11,-0.03,0.02,0,0
25.16,6.225,2.039,1.08,-0.01,0,4.278,1.1,-0.03,0.02,0,0
25.2,6.225,2.039,1.1,0,0,4.278,1.1,-0.03,0.02,0,0
25.24,6.225,2.039,1.1,0,0,4.278,1.1,-0.01,0.02,0,0
25.28,6.225,2.039,1.1,0.01,0,4.278,1.1,-0.01,0.02,0,0
25.32,6.225,2.039,1.11,0.02,0,4.278,1.11,0,0.02,0,0
