"Time (s)","Bridge Pos (m)","Trolley 1 Pos (m)","Trolley 1 Cable Length (m)","Trolley 1 - Trolley direction deflection (m)","Trolley 1 - Bridge direction deflection (m)","Trolley 2 Pos (m)","Trolley 2 Cable Length (m)","Trolley 2 - Trolley direction deflection (m)","Trolley 2 - Bridge direction deflection (m)","Rigid Z Position (m)","Rigid Z Length (m)"
0,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
0.04,6.225,3.029,1.08,0.06,0,5.371,1.11,-0.04,0.02,0,0
0.08,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
0.12,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
0.16,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
0.2,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
0.24,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
0.28,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
0.32,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
0.36,6.225,3.029,1.1,0.06,0,5.371,1.1,-0.04,0.02,0,0
0.4,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
0.44,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
0.48,6.225,3.029,1.1,0.06,0,5.371,1.1,-0.04,0.02,0,0
0.52,6.225,3.029,1.1,0.06,0,5.371,1.1,-0.04,0.02,0,0
0.56,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
0.6,6.225,3.029,1.1,0.06,0,5.371,1.1,-0.04,0.02,0,0
0.64,6.225,3.029,1.1,0.06,0,5.371,1.1,-0.04,0.02,0,0
0.68,6.225,3.029,1.1,0.06,0,5.371,1.1,-0.04,0.02,0,0
0.72,6.225,3.029,1.1,0.06,0,5.371,1.1,-0.04,0.02,0,0
0.76,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
0.8,6.225,3.029,1.1,0.06,0,5.371,1.1,-0.04,0.02,0,0
0.84,6.225,3.029,1.1,0.06,0,5.371,1.1,-0.04,0.02,0,0
0.88,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
0.92,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
0.96,6.225,3.029,1.1,0.06,0,5.371,1.1,-0.04,0.02,0,0
1,6.225,3.029,1.1,0.06,0,5.371,1.1,-0.04,0.02,0,0
1.04,6.225,3.029,1.1,0.06,0,5.371,1.1,-0.04,0.02,0,0
1.08,6.225,3.029,1.08,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.12,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.16,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.2,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.24,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.28,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.32,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.36,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.4,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.44,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.48,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.52,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.56,6.225,3.029,1.08,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.6,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.64,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.68,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.72,6.225,3.029,1.08,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.76,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.8,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
1.84,6.225,3.029,1.08,0.06,0,5.37,1.11,-0.04,0.02,0,0
1.88,6.225,3.029,1.1,0.06,0,5.37,1.11,-0.04,0.02,0,0
1.92,6.225,3.029,1.1,0.06,0,5.37,1.11,-0.04,0.02,0,0
1.96,6.225,3.029,1.08,0.06,0,5.37,1.11,-0.04,0.02,0,0
2,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.04,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.08,6.225,3.029,1.11,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.12,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.16,6.225,3.029,1.08,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.2,6.225,3.029,1.08,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.24,6.225,3.029,1.08,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.28,6.225,3.029,1.08,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.32,6.225,3.029,1.1,0.06,0,5.37,1.11,-0.04,0.02,0,0
2.36,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.4,6.225,3.029,1.1,0.06,0,5.37,1.11,-0.04,0.02,0,0
2.44,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.48,6.225,3.029,1.1,0.06,0,5.371,1.1,-0.04,0.02,0,0
2.52,6.225,3.029,1.08,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.56,6.225,3.029,1.1,0.06,0,5.371,1.1,-0.04,0.02,0,0
2.6,6.225,3.029,1.08,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.64,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.68,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.72,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.76,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.8,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.84,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.88,6.225,3.029,1.08,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.92,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
2.96,6.225,3.029,1.08,0.06,0,5.371,1.11,-0.04,0.02,0,0
3,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
3.04,6.225,3.029,1.08,0.06,0,5.371,1.11,-0.04,0.02,0,0
3.08,6.225,3.029,1.08,0.06,0,5.371,1.1,-0.04,0.02,0,0
3.12,6.225,3.029,1.08,0.06,0,5.371,1.1,-0.04,0.02,0,0
3.16,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.04,0.02,0,0
3.2,6.225,3.029,1.08,0.06,0,5.371,1.1,-0.04,0.02,0,0
3.24,6.225,3.029,1.1,0.06,0,5.371,1.1,-0.04,0.02,0,0
3.28,6.224,3.028,1.1,0.06,0,5.37,1.11,-0.04,0.02,0,0
3.32,6.224,3.024,1.1,0.06,0,5.368,1.11,-0.04,0.02,0,0
3.36,6.225,3.019,1.1,0.06,0,5.36,1.11,-0.04,0.02,0,0
3.4,6.224,3.015,1.1,0.06,0,5.354,1.11,-0.04,0.02,0,0
3.44,6.224,2.999,1.1,0.07,0,5.349,1.11,-0.04,0.02,0,0
3.48,6.224,2.993,1.1,0.08,0,5.335,1.11,-0.03,0.02,0,0
3.52,6.224,2.985,1.1,0.08,0,5.328,1.11,-0.02,0.02,0,0
3.56,6.224,2.976,1.1,0.09,0,5.319,1.11,-0.01,0.02,0,0
3.6,6.224,2.958,1.55,0.06,-0.01,5.31,1.11,-0.01,0.02,0,0
3.64,6.224,2.947,1.52,0.07,-0.01,5.301,1.11,0,0.02,0,0
3.68,6.225,2.936,1.52,0.07,-0.01,5.281,1.11,0.01,0.03,0,0
3.72,6.225,2.926,1.49,0.08,-0.01,5.271,1.11,0.02,0.03,0,0
3.76,6.224,2.902,1.46,0.1,0,5.259,2.9,-0.05,-0.01,0,0
3.8,6.224,2.893,1.46,0.1,0,5.238,2.9,-0.03,-0.01,0,0
3.84,6.224,2.882,1.46,0.11,0,5.228,2.9,-0.01,-0.01,0,0
3.88,6.224,2.871,1.46,0.11,0,5.217,2.9,-0.01,-0.01,0,0
3.92,6.224,2.851,1.46,0.12,0,5.208,2.9,0,0,0,0
3.96,6.224,2.843,1.46,0.12,0,5.186,2.84,0.01,0,0,0
4,6.225,2.831,1.46,0.12,0,5.176,2.84,0.01,0,0,0
4.04,6.225,2.821,1.43,0.12,0,5.165,2.84,0.01,0,0,0
4.08,6.224,2.8,1.46,0.12,0,5.154,2.84,0.01,0,0,0
4.12,6.225,2.789,1.49,0.11,-0.01,5.144,2.84,0,-0.01,0,0
4.16,6.225,2.779,1.52,0.11,-0.01,5.122,1.11,0.05,0.02,0,0
4.2,6.225,2.767,1.58,0.11,-0.01,5.112,1.13,0.04,0.02,0,0
4.24,6.225,2.747,1.61,0.1,-0.01,5.101,1.11,0.03,0.02,0,0
4.28,6.225,2.737,1.64,0.09,-0.01,5.09,1.11,0.03,0.02,0,0
4.32,6.224,2.727,1.68,0.08,-0.01,5.069,1.11,0.01,0.02,0,0
4.36,6.224,2.717,1.71,0.07,-0.01,5.059,1.11,0.01,0.02,0,0
4.4,6.224,2.695,1.79,0.05,-0.01,5.049,1.11,0,0.02,0,0
4.44,6.225,2.684,1.83,0.03,-0.01,5.027,1.1,-0.02,0.02,0,0
4.48,6.225,2.673,1.08,0.07,0.01,5.016,1.1,-0.03,0.03,0,0
4.52,6.225,2.662,1.08,0.06,0.01,5.005,1.1,-0.04,0.03,0,0
4.56,6.225,2.642,1.07,0.05,0.01,4.994,1.1,-0.04,0.03,0,0
4.6,6.225,2.629,1.07,0.04,0.01,4.985,1.1,-0.06,0.03,0,0
4.64,6.224,2.622,1.07,0.03,0.01,4.963,1.1,-0.07,0.02,0,0
4.68,6.225,2.61,1.07,0.02,0.01,4.953,1.1,-0.08,0.02,0,0
4.72,6.225,2.59,1.07,0.01,0.01,4.942,1.1,-0.09,0.02,0,0
4.76,6.225,2.58,1.07,0,0.01,4.932,1.1,-0.09,0.02,0,0
4.8,6.225,2.568,1.07,-0.01,0.01,4.91,1.1,-0.11,0.02,0,0
4.84,6.225,2.559,1.07,-0.01,0.01,4.899,1.1,-0.11,0.02,0,0
4.88,6.225,2.536,1.07,-0.02,0.01,4.889,1.1,-0.12,0.02,0,0
4.92,6.225,2.523,1.07,-0.02,0,4.878,1.1,-0.13,0.02,0,0
4.96,6.225,2.513,1.07,-0.03,0,4.857,1.1,-0.13,0.02,0,0
5,6.225,2.501,1.07,-0.03,0,4.846,1.1,-0.14,0.02,0,0
5.04,6.225,2.48,1.07,-0.03,0,4.835,1.1,-0.14,0.02,0,0
5.08,6.225,2.47,1.07,-0.03,0,4.814,1.08,-0.14,0.03,0,0
5.12,6.225,2.461,1.07,-0.03,0,4.803,1.08,-0.14,0.03,0,0
5.16,6.225,2.449,1.07,-0.03,0.01,4.794,1.08,-0.14,0.03,0,0
5.2,6.225,2.427,1.07,-0.03,0.01,4.783,1.08,-0.13,0.03,0,0
5.24,6.225,2.415,1.07,-0.02,0,4.771,1.08,-0.13,0.03,0,0
5.28,6.224,2.405,1.07,-0.02,0,4.751,1.1,-0.12,0.02,0,0
5.32,6.225,2.394,1.08,-0.01,0,4.74,1.1,-0.12,0.02,0,0
5.36,6.225,2.372,1.08,0,0,4.73,1.1,-0.11,0.02,0,0
5.4,6.225,2.362,1.08,0,0,4.719,1.1,-0.1,0.02,0,0
5.44,6.225,2.353,1.08,0.01,0,4.699,1.11,-0.09,0.02,0,0
5.48,6.225,2.341,1.1,0.02,0,4.687,1.1,-0.08,0.02,0,0
5.52,6.225,2.32,1.1,0.04,0,4.677,1.1,-0.08,0.02,0,0
5.56,6.225,2.31,1.1,0.05,0,4.667,1.11,-0.07,0.02,0,0
5.6,6.225,2.299,1.1,0.06,0,4.644,1.11,-0.06,0.02,0,0
5.64,6.225,2.288,1.1,0.06,0,4.634,1.11,-0.04,0.02,0,0
5.68,6.225,2.267,1.11,0.08,0,4.624,1.11,-0.03,0.02,0,0
5.72,6.224,2.256,1.58,0.02,-0.01,4.612,1.11,-0.03,0.02,0,0
5.76,6.224,2.246,1.58,0.04,-0.01,4.591,1.11,-0.01,0.02,0,0
5.8,6.224,2.237,1.58,0.05,-0.01,4.58,1.11,-0.01,0.02,0,0
5.84,6.224,2.215,1.55,0.06,0,4.57,1.11,0,0.02,0,0
5.88,6.225,2.205,1.52,0.07,0,4.559,1.11,0.01,0.02,0,0
5.92,6.225,2.195,1.52,0.08,0,4.538,1.11,0.02,0.02,0,0
5.96,6.225,2.185,1.49,0.08,0,4.528,1.11,0.03,0.02,0,0
6,6.225,2.165,1.49,0.09,0,4.517,1.11,0.03,0.02,0,0
6.04,6.225,2.156,1.49,0.09,0,4.509,1.11,0.03,0.02,0,0
6.08,6.225,2.148,1.49,0.09,-0.01,4.492,1.11,0.04,0.02,0,0
6.12,6.225,2.142,1.49,0.1,-0.01,4.488,1.11,0.04,0.02,0,0
6.16,6.225,2.135,1.52,0.09,-0.02,4.484,1.13,0.03,0.02,0,0
6.2,6.225,2.134,1.58,0.09,-0.02,4.483,1.13,0.03,0.02,0,0
6.24,6.225,2.135,1.64,0.08,-0.02,4.485,1.1,0,0.02,0,0
6.28,6.225,2.137,1.75,0.06,-0.03,4.486,1.1,0,0.02,0,0
6.32,6.225,2.142,1.08,0.09,0,4.488,1.1,-0.02,0.02,0,0
6.36,6.225,2.141,1.07,0.07,0,4.488,1.1,-0.04,0.02,0,0
6.4,6.225,2.142,1.08,0.05,0,4.489,1.1,-0.06,0.02,0,0
6.44,6.225,2.141,1.07,0.04,0,4.49,1.1,-0.08,0.02,0,0
6.48,6.225,2.139,1.07,0.01,0,4.49,1.1,-0.08,0.02,0,0
6.52,6.225,2.138,1.08,0,0,4.49,1.1,-0.1,0.02,0,0
6.56,6.225,2.14,1.07,-0.02,0,4.49,1.1,-0.12,0.02,0,0
6.6,6.225,2.141,1.08,-0.02,0,4.49,1.1,-0.13,0.02,0,0
6.64,6.225,2.143,1.07,-0.03,0,4.49,1.1,-0.14,0.02,0,0
6.68,6.225,2.143,1.07,-0.04,0,4.489,1.1,-0.14,0.02,0,0
6.72,6.225,2.142,1.07,-0.05,0,4.487,1.1,-0.16,0.02,0,0
6.76,6.225,2.142,1.07,-0.06,0,4.486,1.1,-0.16,0.02,0,0
6.8,6.225,2.137,1.07,-0.07,0,4.487,1.1,-0.17,0.02,0,0
6.84,6.225,2.137,1.07,-0.07,0,4.485,1.08,-0.17,0.02,0,0
6.88,6.225,2.135,1.07,-0.07,0,4.485,1.1,-0.17,0.02,0,0
6.92,6.225,2.136,1.07,-0.07,0,4.485,1.08,-0.17,0.02,0,0
6.96,6.225,2.138,1.07,-0.07,0,4.486,1.08,-0.17,0.02,0,0
7,6.225,2.141,1.07,-0.07,0,4.487,1.1,-0.17,0.02,0,0
7.04,6.225,2.143,1.07,-0.07,0,4.488,1.08,-0.17,0.02,0,0
7.08,6.225,2.145,1.07,-0.06,0,4.488,1.1,-0.16,0.02,0,0
7.12,6.225,2.145,1.07,-0.04,0,4.488,1.1,-0.15,0.02,0,0
7.16,6.225,2.142,1.07,-0.04,0,4.487,1.1,-0.14,0.02,0,0
7.2,6.225,2.141,1.07,-0.04,0,4.486,1.1,-0.12,0.02,0,0
7.24,6.225,2.139,1.08,-0.03,0,4.485,1.1,-0.12,0.02,0,0
7.28,6.225,2.137,1.08,0,0,4.486,1.1,-0.11,0.02,0,0
7.32,6.225,2.138,1.1,0.01,0,4.485,1.11,-0.09,0.02,0,0
7.36,6.224,2.139,1.1,0.01,0,4.486,1.11,-0.08,0.02,0,0
7.4,6.224,2.14,1.1,0.04,0,4.487,1.1,-0.06,0.02,0,0
7.44,6.224,2.145,1.11,0.05,0,4.487,1.1,-0.06,0.02,0,0
7.48,6.224,2.145,1.11,0.05,0,4.488,1.11,-0.04,0.02,0,0
7.52,6.225,2.145,1.11,0.08,0,4.488,1.11,-0.03,0.02,0,0
7.56,6.225,2.144,1.11,0.08,0,4.487,1.11,-0.01,0.02,0,0
7.6,6.225,2.14,1.55,0.06,-0.01,4.487,1.11,0.01,0.02,0,0
7.64,6.225,2.138,1.55,0.08,-0.01,4.486,2.84,-0.08,-0.02,0,0
7.68,6.225,2.138,1.52,0.09,-0.01,4.486,2.9,-0.05,-0.02,0,0
7.72,6.225,2.139,1.49,0.1,-0.01,4.486,2.9,-0.05,-0.02,0,0
7.76,6.225,2.141,1.46,0.11,-0.01,4.487,2.84,-0.01,-0.01,0,0
7.8,6.225,2.142,1.43,0.12,-0.01,4.487,2.84,0.02,-0.01,0,0
7.84,6.225,2.144,1.4,0.12,-0.01,4.488,2.84,0.04,-0.01,0,0
7.88,6.225,2.144,1.4,0.13,-0.01,4.489,2.84,0.06,-0.01,0,0
7.92,6.225,2.143,1.4,0.14,-0.01,4.488,2.84,0.06,-0.01,0,0
7.96,6.225,2.141,1.43,0.14,-0.01,4.488,2.84,0.07,-0.01,0,0
8,6.225,2.141,1.43,0.14,-0.01,4.487,2.84,0.07,-0.01,0,0
8.04,6.225,2.14,1.43,0.14,-0.01,4.487,2.84,0.07,-0.01,0,0
8.08,6.225,2.139,1.43,0.14,-0.01,4.487,2.84,0.06,-0.01,0,0
8.12,6.225,2.139,1.46,0.13,-0.01,4.488,2.84,0.05,-0.01,0,0
8.16,6.225,2.141,1.49,0.13,-0.01,4.488,1.11,0.06,0.02,0,0
8.2,6.225,2.141,1.55,0.13,-0.01,4.488,1.11,0.06,0.02,0,0
8.24,6.225,2.143,1.64,0.11,-0.02,4.489,1.11,0.05,0.02,0,0
8.28,6.225,2.143,1.68,0.1,-0.02,4.489,1.11,0.04,0.02,0,0
8.32,6.225,2.142,1.71,0.09,-0.02,4.488,1.11,0.03,0.02,0,0
8.36,6.225,2.142,1.71,0.09,-0.02,4.488,1.11,0.01,0.02,0,0
8.4,6.225,2.139,1.08,0.1,0,4.488,1.11,0.01,0.02,0,0
8.44,6.225,2.139,1.83,0.05,-0.02,4.488,1.11,0,0.02,0,0
8.48,6.225,2.139,1.08,0.08,0,4.487,1.1,-0.02,0.02,0,0
8.52,6.225,2.139,1.08,0.07,0,4.487,1.1,-0.04,0.02,0,0
8.56,6.225,2.142,1.08,0.04,0,4.488,1.1,-0.05,0.02,0,0
8.6,6.225,2.143,1.08,0.03,0,4.488,1.1,-0.05,0.02,0,0
8.64,6.225,2.143,1.08,0.03,0,4.488,1.1,-0.08,0.02,0,0
8.68,6.225,2.143,1.07,0.02,0,4.488,1.1,-0.08,0.02,0,0
8.72,6.225,2.141,1.07,0,0,4.488,1.1,-0.1,0.02,0,0
8.76,6.225,2.14,1.07,-0.01,0,4.488,1.1,-0.11,0.02,0,0
8.8,6.225,2.14,1.07,-0.02,0,4.487,1.1,-0.13,0.02,0,0
8.84,6.225,2.139,1.07,-0.03,0,4.487,1.1,-0.14,0.02,0,0
8.88,6.225,2.14,1.07,-0.04,0,4.487,1.1,-0.14,0.02,0,0
8.92,6.225,2.14,1.07,-0.04,0,4.487,1.1,-0.15,0.02,0,0
8.96,6.225,2.141,1.07,-0.05,0,4.488,1.1,-0.15,0.02,0,0
9,6.225,2.142,1.07,-0.05,0,4.488,1.1,-0.16,0.02,0,0
9.04,6.225,2.142,1.07,-0.06,0,4.488,1.1,-0.16,0.02,0,0
9.08,6.225,2.142,1.07,-0.06,0,4.488,1.1,-0.16,0.02,0,0
9.12,6.225,2.141,1.07,-0.06,0,4.488,1.08,-0.16,0.02,0,0
9.16,6.225,2.14,1.07,-0.06,0,4.487,1.08,-0.16,0.02,0,0
9.2,6.225,2.139,1.07,-0.05,0,4.487,1.08,-0.15,0.02,0,0
9.24,6.225,2.139,1.07,-0.05,0,4.487,1.08,-0.15,0.02,0,0
9.28,6.225,2.14,1.07,-0.04,0,4.487,1.1,-0.14,0.02,0,0
9.32,6.225,2.14,1.08,-0.04,0,4.487,1.1,-0.13,0.02,0,0
9.36,6.225,2.141,1.07,-0.02,0,4.488,1.1,-0.13,0.02,0,0
9.4,6.225,2.142,1.08,-0.01,0,4.488,1.1,-0.12,0.02,0,0
9.44,6.225,2.142,1.08,0,0,4.488,1.1,-0.1,0.02,0,0
9.48,6.225,2.141,1.1,0.01,0,4.488,1.11,-0.09,0.02,0,0
9.52,6.225,2.141,1.11,0.02,-0.01,4.487,1.11,-0.08,0.02,0,0
9.56,6.225,2.14,1.11,0.02,-0.01,4.487,1.11,-0.08,0.02,0,0
9.6,6.225,2.14,1.11,0.05,-0.01,4.487,1.11,-0.05,0.02,0,0
9.64,6.225,2.14,1.1,0.06,0,4.487,1.11,-0.05,0.02,0,0
9.68,6.225,2.141,1.1,0.08,0,4.487,1.11,-0.03,0.02,0,0
9.72,6.225,2.141,0.88,0.04,0.01,4.488,1.11,-0.02,0.02,0,0
9.76,6.225,2.142,1.55,0.05,-0.01,4.488,1.13,0,0.02,0,0
9.8,6.225,2.142,1.55,0.05,-0.01,4.488,1.11,0.01,0.02,0,0
9.84,6.225,2.142,1.52,0.07,-0.01,4.488,1.11,0.01,0.02,0,0
9.88,6.225,2.141,1.49,0.08,-0.01,4.488,1.11,0.02,0.02,0,0
9.92,6.225,2.141,1.46,0.09,-0.01,4.488,1.11,0.03,0.02,0,0
9.96,6.225,2.14,1.46,0.1,-0.01,4.487,1.11,0.04,0.02,0,0
10,6.225,2.14,1.46,0.11,-0.01,4.487,1.11,0.05,0.02,0,0
10.04,6.225,2.141,1.46,0.12,-0.01,4.487,1.11,0.05,0.02,0,0
10.08,6.225,2.141,1.46,0.12,-0.01,4.488,2.84,0.03,-0.01,0,0
10.12,6.225,2.141,1.46,0.12,-0.01,4.488,2.84,0.03,-0.01,0,0
10.16,6.225,2.142,1.46,0.13,-0.01,4.488,2.84,0.03,-0.01,0,0
10.2,6.225,2.142,1.43,0.12,-0.01,4.488,2.84,0.03,-0.01,0,0
10.24,6.225,2.142,1.46,0.12,-0.01,4.488,2.84,0.03,-0.01,0,0
10.28,6.225,2.141,1.49,0.12,-0.01,4.487,2.84,0.01,-0.01,0,0
10.32,6.225,2.14,1.52,0.12,-0.01,4.487,2.84,0.01,-0.01,0,0
10.36,6.225,2.14,1.55,0.11,-0.01,4.487,1.11,0.05,0.02,0,0
10.4,6.225,2.14,1.58,0.11,-0.01,4.487,1.11,0.04,0.02,0,0
10.44,6.225,2.141,1.64,0.1,-0.02,4.488,1.11,0.03,0.02,0,0
10.48,6.225,2.141,1.71,0.08,-0.02,4.488,1.11,0.02,0.02,0,0
10.52,6.225,2.142,1.75,0.07,-0.02,4.488,1.11,0.01,0.02,0,0
10.56,6.225,2.142,1.79,0.06,-0.02,4.488,1.1,-0.01,0.02,0,0
10.6,6.225,2.142,1.83,0.04,-0.02,4.488,1.1,-0.01,0.02,0,0
10.64,6.225,2.141,1.08,0.08,0,4.488,1.1,-0.02,0.02,0,0
10.68,6.225,2.14,1.08,0.07,0,4.488,1.1,-0.04,0.02,0,0
10.72,6.225,2.14,1.08,0.06,0,4.487,1.1,-0.05,0.02,0,0
10.76,6.225,2.14,1.07,0.05,0,4.487,1.1,-0.06,0.02,0,0
10.8,6.225,2.14,1.07,0.03,0,4.487,1.1,-0.06,0.02,0,0
10.84,6.225,2.141,1.07,0.02,0,4.488,1.1,-0.09,0.02,0,0
10.88,6.225,2.141,1.07,0.01,0,4.488,1.1,-0.09,0.02,0,0
10.92,6.225,2.142,1.07,0,0,4.488,1.1,-0.1,0.02,0,0
10.96,6.225,2.141,1.07,-0.01,0,4.488,1.1,-0.11,0.02,0,0
11,6.225,2.141,1.07,-0.02,0,4.488,1.1,-0.13,0.02,0,0
11.04,6.225,2.14,1.07,-0.02,0,4.487,1.1,-0.13,0.02,0,0
11.08,6.225,2.14,1.07,-0.03,0,4.487,1.1,-0.13,0.02,0,0
11.12,6.225,2.14,1.07,-0.04,0,4.487,1.1,-0.14,0.02,0,0
11.16,6.225,2.14,1.07,-0.04,0,4.487,1.1,-0.14,0.02,0,0
11.2,6.225,2.14,1.07,-0.04,0,4.487,1.08,-0.14,0.03,0,0
11.24,6.225,2.141,1.07,-0.04,0,4.487,1.1,-0.15,0.02,0,0
11.28,6.225,2.141,1.07,-0.04,0,4.487,1.1,-0.15,0.02,0,0
11.32,6.225,2.141,1.07,-0.04,0,4.488,1.1,-0.15,0.02,0,0
11.36,6.225,2.141,1.07,-0.04,0,4.487,1.1,-0.14,0.02,0,0
11.4,6.225,2.141,1.07,-0.04,0,4.487,1.1,-0.14,0.02,0,0
11.44,6.225,2.14,1.08,-0.02,0,4.487,1.1,-0.13,0.02,0,0
11.48,6.225,2.14,1.08,-0.02,0,4.487,1.1,-0.13,0.02,0,0
11.52,6.225,2.14,1.08,-0.02,0,4.487,1.1,-0.11,0.02,0,0
11.56,6.225,2.14,1.08,-0.01,0,4.487,1.1,-0.11,0.02,0,0
11.6,6.225,2.141,1.08,0.01,0,4.487,1.11,-0.1,0.02,0,0
11.64,6.225,2.141,1.08,0.02,0,4.487,1.1,-0.09,0.02,0,0
11.68,6.225,2.141,1.1,0.03,0,4.488,1.11,-0.08,0.02,0,0
11.72,6.225,2.141,1.11,0.04,0,4.488,1.11,-0.06,0.02,0,0
11.76,6.225,2.141,1.11,0.06,0,4.488,1.11,-0.06,0.02,0,0
11.8,6.225,2.141,1.11,0.06,0,4.487,1.11,-0.05,0.02,0,0
11.84,6.225,2.14,1.1,0.07,0,4.487,1.11,-0.04,0.02,0,0
11.88,6.225,2.141,1.11,0.08,0,4.487,1.11,-0.02,0.02,0,0
11.92,6.225,2.141,1.58,0.04,-0.01,4.487,1.11,-0.01,0.02,0,0
11.96,6.225,2.141,1.55,0.05,-0.01,4.488,1.13,0,0.02,0,0
12,6.225,2.141,1.52,0.06,-0.01,4.488,1.13,0.01,0.02,0,0
12.04,6.225,2.141,1.52,0.07,-0.01,4.488,1.13,0.01,0.02,0,0
12.08,6.225,2.141,1.49,0.08,-0.01,4.488,1.11,0.02,0.02,0,0
12.12,6.225,2.141,1.49,0.09,-0.01,4.488,1.11,0.03,0.02,0,0
12.16,6.225,2.141,1.49,0.1,-0.01,4.487,1.13,0.04,0.02,0,0
12.2,6.225,2.141,1.49,0.1,-0.01,4.487,1.11,0.05,0.02,0,0
12.24,6.225,2.14,1.46,0.11,-0.01,4.487,1.11,0.05,0.02,0,0
12.28,6.225,2.14,1.46,0.11,-0.01,4.487,2.84,-0.01,-0.01,0,0
12.32,6.225,2.141,1.46,0.11,-0.01,4.488,2.84,0,-0.01,0,0
12.36,6.225,2.141,1.46,0.11,-0.01,4.488,2.9,-0.01,-0.02,0,0
12.4,6.225,2.141,1.46,0.11,-0.01,4.488,1.11,0.05,0.02,0,0
12.44,6.225,2.141,1.49,0.11,-0.01,4.488,1.11,0.05,0.02,0,0
12.48,6.225,2.141,1.52,0.1,-0.01,4.488,1.11,0.04,0.02,0,0
12.52,6.225,2.141,1.55,0.1,-0.01,4.488,1.11,0.04,0.02,0,0
12.56,6.225,2.141,1.61,0.09,-0.02,4.488,1.11,0.03,0.02,0,0
12.6,6.225,2.141,1.64,0.08,-0.02,4.487,1.11,0.02,0.02,0,0
