"Time (s)","Bridge Pos (m)","Trolley 1 Pos (m)","Trolley 1 Cable Length (m)","Trolley 1 - Trolley direction deflection (m)","Trolley 1 - Bridge direction deflection (m)","Trolley 2 Pos (m)","Trolley 2 Cable Length (m)","Trolley 2 - Trolley direction deflection (m)","Trolley 2 - Bridge direction deflection (m)","Rigid Z Position (m)","Rigid Z Length (m)"
29.28,6.225,2.141,1.64,0.02,-0.02,4.487,1.11,-0.03,0.02,0,0
29.32,6.225,2.141,1.64,0.02,-0.02,4.487,1.11,-0.03,0.02,0,0
29.36,6.225,2.141,1.11,0.08,0,4.487,1.11,-0.03,0.02,0,0
29.4,6.225,2.141,1.64,0.02,-0.02,4.487,1.11,-0.03,0.02,0,0
29.44,6.225,2.141,1.64,0.02,-0.02,4.487,1.11,-0.03,0.02,0,0
29.48,6.225,2.141,1.68,0.01,-0.02,4.488,1.11,-0.03,0.02,0,0
29.52,6.225,2.141,1.11,0.07,0,4.487,1.11,-0.03,0.02,0,0
29.56,6.225,2.141,1.71,0.01,-0.02,4.487,1.11,-0.04,0.02,0,0
29.6,6.225,2.141,1.11,0.07,0,4.487,1.11,-0.04,0.02,0,0
29.64,6.225,2.141,1.1,0.07,0,4.487,1.11,-0.04,0.02,0,0
29.68,6.225,2.141,1.08,0.06,0,4.487,1.11,-0.04,0.02,0,0
29.72,6.225,2.141,1.08,0.06,0,4.487,1.11,-0.04,0.02,0,0
29.76,6.225,2.141,1.08,0.06,0,4.487,1.1,-0.05,0.02,0,0
29.8,6.225,2.141,1.08,0.06,0,4.487,1.1,-0.05,0.02,0,0
29.84,6.225,2.141,1.08,0.05,0,4.487,1.11,-0.05,0.02,0,0
29.88,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.05,0.02,0,0
29.92,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.05,0.02,0,0
29.96,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.06,0.02,0,0
30,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.06,0.02,0,0
30.04,6.225,2.141,1.08,0.04,0,4.487,1.1,-0.06,0.02,0,0
30.08,6.225,2.141,1.08,0.04,0,4.487,1.1,-0.06,0.02,0,0
30.12,6.225,2.141,1.08,0.04,0,4.487,1.1,-0.06,0.02,0,0
30.16,6.225,2.141,1.08,0.04,0,4.488,1.1,-0.06,0.02,0,0
30.2,6.225,2.141,1.08,0.04,0,4.487,1.1,-0.06,0.02,0,0
30.24,6.225,2.141,1.08,0.04,0,4.488,1.1,-0.06,0.02,0,0
30.28,6.225,2.141,1.08,0.04,0,4.487,1.1,-0.06,0.02,0,0
30.32,6.225,2.141,1.08,0.04,0,4.487,1.1,-0.06,0.02,0,0
30.36,6.225,2.141,1.08,0.04,0,4.487,1.1,-0.06,0.02,0,0
30.4,6.225,2.141,1.08,0.04,0,4.487,1.1,-0.06,0.02,0,0
30.44,6.225,2.141,1.08,0.04,0,4.488,1.1,-0.06,0.02,0,0
30.48,6.225,2.141,1.08,0.04,0,4.487,1.1,-0.06,0.02,0,0
30.52,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.06,0.02,0,0
30.56,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.06,0.02,0,0
30.6,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.05,0.02,0,0
30.64,6.225,2.141,1.08,0.05,0,4.488,1.1,-0.05,0.02,0,0
30.68,6.225,2.141,1.1,0.05,0,4.487,1.11,-0.05,0.02,0,0
30.72,6.225,2.141,1.08,0.05,0,4.487,1.11,-0.05,0.02,0,0
30.76,6.225,2.141,1.1,0.06,0,4.487,1.11,-0.05,0.02,0,0
30.8,6.225,2.141,1.1,0.06,0,4.487,1.11,-0.05,0.02,0,0
30.84,6.225,2.141,1.1,0.06,0,4.487,1.11,-0.04,0.02,0,0
30.88,6.225,2.141,1.1,0.06,0,4.487,1.11,-0.04,0.02,0,0
30.92,6.225,2.141,1.1,0.07,0,4.487,1.11,-0.04,0.02,0,0
30.96,6.225,2.141,1.1,0.07,0,4.487,1.11,-0.04,0.02,0,0
31,6.225,2.141,1.1,0.07,0,4.487,1.11,-0.03,0.02,0,0
31.04,6.225,2.141,1.68,0.01,-0.02,4.487,1.11,-0.03,0.02,0,0
31.08,6.225,2.141,1.68,0.01,-0.02,4.487,1.11,-0.03,0.02,0,0
31.12,6.225,2.141,1.68,0.01,-0.02,4.488,1.11,-0.03,0.02,0,0
31.16,6.225,2.141,1.68,0.01,-0.02,4.488,1.11,-0.03,0.02,0,0
31.2,6.225,2.141,1.68,0.01,-0.02,4.488,1.11,-0.03,0.02,0,0
31.24,6.225,2.141,1.64,0.02,-0.02,4.487,1.11,-0.03,0.02,0,0
31.28,6.225,2.141,1.64,0.02,-0.02,4.487,1.11,-0.03,0.02,0,0
31.32,6.225,2.141,1.64,0.02,-0.02,4.487,1.11,-0.03,0.02,0,0
31.36,6.225,2.141,1.1,0.07,0,4.488,1.11,-0.03,0.02,0,0
31.4,6.225,2.141,1.68,0.01,-0.02,4.488,1.11,-0.03,0.02,0,0
31.44,6.225,2.141,1.11,0.07,0,4.488,1.11,-0.03,0.02,0,0
31.48,6.225,2.141,1.11,0.07,0,4.487,1.11,-0.03,0.02,0,0
31.52,6.225,2.141,1.68,0.01,-0.02,4.488,1.11,-0.03,0.02,0,0
31.56,6.225,2.141,1.1,0.07,0,4.488,1.11,-0.04,0.02,0,0
31.6,6.225,2.141,1.1,0.07,0,4.488,1.11,-0.04,0.02,0,0
31.64,6.225,2.141,1.08,0.06,0,4.487,1.11,-0.04,0.02,0,0
31.68,6.225,2.141,1.1,0.06,0,4.487,1.11,-0.04,0.02,0,0
31.72,6.225,2.141,1.08,0.06,0,4.487,1.11,-0.04,0.02,0,0
31.76,6.225,2.141,1.08,0.06,0,4.488,1.11,-0.04,0.02,0,0
31.8,6.225,2.141,1.08,0.06,0,4.487,1.1,-0.05,0.02,0,0
31.84,6.225,2.141,1.08,0.06,0,4.487,1.1,-0.05,0.02,0,0
31.88,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.05,0.02,0,0
31.92,6.225,2.141,1.08,0.05,0,4.488,1.1,-0.05,0.02,0,0
31.96,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.05,0.02,0,0
32,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.05,0.02,0,0
32.04,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.06,0.02,0,0
32.08,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.06,0.02,0,0
32.12,6.225,2.141,1.08,0.05,0,4.488,1.1,-0.06,0.02,0,0
32.16,6.225,2.141,1.08,0.05,0,4.488,1.1,-0.06,0.02,0,0
32.2,6.225,2.141,1.08,0.04,0,4.488,1.1,-0.06,0.02,0,0
32.24,6.225,2.141,1.08,0.04,0,4.487,1.1,-0.06,0.02,0,0
32.28,6.225,2.141,1.08,0.04,0,4.487,1.1,-0.06,0.02,0,0
32.32,6.225,2.141,1.08,0.04,0,4.487,1.1,-0.06,0.02,0,0
32.36,6.225,2.141,1.08,0.04,0,4.487,1.1,-0.06,0.02,0,0
32.4,6.225,2.141,1.08,0.04,0,4.487,1.1,-0.06,0.02,0,0
32.44,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.06,0.02,0,0
32.48,6.225,2.141,1.08,0.05,0,4.488,1.1,-0.06,0.02,0,0
32.52,6.225,2.141,1.08,0.05,0,4.488,1.1,-0.06,0.02,0,0
32.56,6.225,2.141,1.08,0.05,0,4.488,1.1,-0.05,0.02,0,0
32.6,6.225,2.141,1.08,0.05,0,4.487,1.11,-0.05,0.02,0,0
32.64,6.225,2.141,1.08,0.05,0,4.487,1.11,-0.05,0.02,0,0
32.68,6.225,2.141,1.08,0.05,0,4.487,1.11,-0.05,0.02,0,0
32.72,6.225,2.141,1.1,0.06,0,4.487,1.11,-0.05,0.02,0,0
32.76,6.225,2.141,1.1,0.06,0,4.487,1.11,-0.05,0.02,0,0
32.8,6.225,2.141,1.1,0.06,0,4.487,1.11,-0.05,0.02,0,0
32.84,6.225,2.141,1.1,0.06,0,4.488,1.11,-0.04,0.02,0,0
32.88,6.225,2.141,1.1,0.06,0,4.487,1.11,-0.04,0.02,0,0
32.92,6.225,2.141,1.1,0.06,0,4.487,1.11,-0.04,0.02,0,0
32.96,6.225,2.141,1.1,0.06,0,4.488,1.11,-0.04,0.02,0,0
33,6.225,2.141,1.1,0.07,0,4.488,1.11,-0.04,0.02,0,0
33.04,6.225,2.141,1.1,0.07,0,4.487,1.11,-0.04,0.02,0,0
33.08,6.225,2.141,1.1,0.07,0,4.487,1.11,-0.04,0.02,0,0
33.12,6.225,2.141,1.68,0.01,-0.02,4.487,1.11,-0.04,0.02,0,0
33.16,6.225,2.141,1.68,0.01,-0.02,4.487,1.11,-0.04,0.02,0,0
33.2,6.225,2.141,1.68,0.01,-0.02,4.488,1.11,-0.03,0.02,0,0
33.24,6.225,2.141,1.68,0.01,-0.02,4.487,1.11,-0.03,0.02,0,0
33.28,6.225,2.141,1.68,0.01,-0.02,4.487,1.11,-0.03,0.02,0,0
33.32,6.225,2.141,1.68,0.01,-0.02,4.487,1.11,-0.03,0.02,0,0
33.36,6.225,2.141,1.68,0.01,-0.02,4.488,1.11,-0.03,0.02,0,0
33.4,6.225,2.141,1.1,0.07,0,4.487,1.11,-0.04,0.02,0,0
33.44,6.225,2.141,1.1,0.07,0,4.487,1.11,-0.04,0.02,0,0
33.48,6.225,2.141,1.1,0.07,0,4.487,1.11,-0.04,0.02,0,0
33.52,6.225,2.141,1.71,0.01,-0.02,4.487,1.11,-0.04,0.02,0,0
33.56,6.225,2.141,1.1,0.07,0,4.488,1.11,-0.04,0.02,0,0
33.6,6.225,2.141,1.1,0.07,0,4.487,1.11,-0.04,0.02,0,0
33.64,6.225,2.141,1.1,0.06,0,4.487,1.11,-0.04,0.02,0,0
33.68,6.225,2.141,1.08,0.06,0,4.487,1.11,-0.04,0.02,0,0
33.72,6.225,2.141,1.08,0.06,0,4.487,1.1,-0.04,0.02,0,0
33.76,6.225,2.141,1.08,0.06,0,4.488,1.11,-0.05,0.02,0,0
33.8,6.225,2.141,1.08,0.06,0,4.488,1.1,-0.05,0.02,0,0
33.84,6.225,2.141,1.08,0.05,0,4.488,1.1,-0.05,0.02,0,0
33.88,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.05,0.02,0,0
33.92,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.05,0.02,0,0
33.96,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.05,0.02,0,0
34,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.05,0.02,0,0
34.04,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.05,0.02,0,0
34.08,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.05,0.02,0,0
34.12,6.225,2.141,1.08,0.05,0,4.488,1.1,-0.05,0.02,0,0
34.16,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.06,0.02,0,0
34.2,6.225,2.141,1.08,0.05,0,4.488,1.1,-0.06,0.02,0,0
34.24,6.225,2.141,1.08,0.05,0,4.487,1.1,-0.06,0.02,0,0
