time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2),,
1.28023,10.0365,-1.43652,-0.153229,,
1.29023,10.0173,-1.41737,-0.153229,,
1.30024,10.0365,-1.41737,-0.172383,,
1.31024,10.0365,-1.41737,-0.134075,,
1.32024,10.0556,-1.41737,-0.114922,,
1.33024,10.0365,-1.43652,-0.0574608,,
1.34024,10.0556,-1.43652,-0.0383072,,
1.35025,10.0365,-1.47483,-0.0191536,,
1.36025,10.0365,-1.47483,0.0383072,,
1.37025,10.0173,-1.51314,0.114922,,
1.38025,10.0365,-1.53229,0.0957681,,
1.39025,9.99819,-1.55144,0.153229,,
1.40025,9.97903,-1.43652,0.229843,,
1.41026,9.97903,-1.39821,0.248997,,
1.42026,9.97903,-1.39821,0.306458,,
1.43026,9.94073,-1.41737,0.306458,,
1.44026,9.94073,-1.41737,0.306458,,
1.45026,9.95988,-1.41737,0.325611,,
1.46027,9.95988,-1.51314,0.325611,,
1.47027,9.97903,-1.49398,0.325611,,
1.48027,10.0173,-1.47483,0.306458,,
1.49027,10.0365,-1.43652,0.306458,,
1.50027,10.0556,-1.41737,0.268151,,
1.51027,10.0748,-1.37906,0.248997,,
1.52028,10.094,-1.39821,0.21069,,
1.53028,10.1323,-1.37906,0.0957681,,
1.54028,10.1323,-1.41737,0.0383072,,
1.55028,10.1706,-1.43652,-0.0191536,,
1.56028,10.1897,-1.35991,-0.114922,,
1.57029,10.228,-1.35991,-0.172383,,
1.58029,10.228,-1.37906,-0.268151,,
1.59029,10.228,-1.37906,-0.42138,,
1.60029,10.228,-1.39821,-0.497994,,
1.61029,10.2089,-1.35991,-0.497994,,
1.62029,10.2089,-1.3216,-0.536301,,
1.6303,10.228,-1.24498,-0.632069,,
1.6403,10.2472,-1.26414,-0.632069,,
1.6503,10.1897,-1.22583,-0.593762,,
1.6603,10.1131,-1.34075,-0.517148,,
1.6703,10.0365,-1.39821,-0.459687,,
1.68031,10.0365,-1.43652,-0.42138,,
1.69031,9.99819,-1.43652,-0.344765,,
1.70031,9.95988,-1.41737,-0.306458,,
1.71031,9.94073,-1.37906,-0.344765,,
1.72031,9.94073,-1.34075,-0.325611,,
1.73031,9.92157,-1.28329,-0.287304,,
1.74032,9.88326,-1.26414,-0.21069,,
1.75032,9.86411,-1.26414,-0.248997,,
1.76032,9.92157,-1.28329,-0.248997,,
1.77032,9.90242,-1.26414,-0.229843,,
1.78032,9.92157,-1.26414,-0.153229,,
1.79033,9.94073,-1.26414,-0.0957681,,
1.80033,9.94073,-1.28329,-0.114922,,
1.81033,9.99819,-1.28329,-0.134075,,
1.82033,10.0365,-1.34075,-0.21069,,
1.83033,10.0556,-1.30245,-0.229843,,
1.84033,10.0748,-1.28329,-0.191536,,
1.85034,10.0748,-1.28329,-0.153229,,
1.86034,10.1131,-1.18752,-0.172383,,
1.87034,10.1323,-1.16837,-0.191536,,
1.88034,10.1514,-1.18752,-0.21069,,
1.89034,10.1706,-1.18752,-0.325611,,
1.90035,10.1514,-1.20668,-0.306458,,
1.91035,10.1706,-1.14922,-0.268151,,
1.92035,10.1706,-1.05345,-0.172383,,
1.93035,10.1706,-1.0343,-0.0957681,,
1.94035,10.1514,-1.05345,-0.0957681,,
1.95035,10.1323,-1.09176,-0.0957681,,
1.96036,10.1131,-1.22583,-0.134075,,
1.97036,10.1323,-1.26414,-0.153229,,
