"Time (s)","Bridge Pos (m)","Trolley 1 Pos (m)","Trolley 1 Cable Length (m)","Trolley 1 - Trolley direction deflection (m)","Trolley 1 - Bridge direction deflection (m)","Trolley 2 Pos (m)","Trolley 2 Cable Length (m)","Trolley 2 - Trolley direction deflection (m)","Trolley 2 - Bridge direction deflection (m)","Rigid Z Position (m)","Rigid Z Length (m)"
0,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.06,0.02,0,0
0.04,6.224,3.029,1.1,0.07,0,5.371,1.11,-0.06,0.02,0,0
0.08,6.224,3.029,3.79,-0.12,-0.1,5.371,1.1,-0.05,0.03,0,0
0.12,6.224,3.029,1.1,0.07,0.01,5.371,1.1,-0.05,0.03,0,0
0.16,6.225,3.029,1.1,0.07,0.01,5.371,1.11,-0.06,0.03,0,0
0.2,6.225,3.029,1.1,0.07,0.01,5.371,1.1,-0.06,0.03,0,0
0.24,6.224,3.029,1.1,0.07,0.01,5.371,1.11,-0.06,0.03,0,0
0.28,6.225,3.029,1.1,0.07,0.01,5.371,1.11,-0.06,0.03,0,0
0.32,6.225,3.029,1.1,0.07,0.01,5.371,1.11,-0.06,0.03,0,0
0.36,6.225,3.029,1.1,0.07,0.01,5.371,1.11,-0.06,0.03,0,0
0.4,6.225,3.029,1.1,0.07,0.01,5.371,1.11,-0.06,0.03,0,0
0.44,6.224,3.029,1.1,0.07,0.01,5.371,1.11,-0.06,0.03,0,0
0.48,6.224,3.029,1.1,0.07,0,5.371,1.11,-0.06,0.03,0,0
0.52,6.225,3.029,3.7,-0.12,-0.1,5.371,1.11,-0.06,0.03,0,0
0.56,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.06,0.02,0,0
0.6,6.224,3.029,1.1,0.07,0,5.371,1.11,-0.06,0.02,0,0
0.64,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.06,0.02,0,0
0.68,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.06,0.02,0,0
0.72,6.225,3.029,3.88,-0.13,-0.12,5.371,1.11,-0.06,0.02,0,0
0.76,6.225,3.029,1.1,0.07,0,5.371,1.1,-0.05,0.02,0,0
0.8,6.225,3.029,1.1,0.07,0,5.371,1.1,-0.05,0.02,0,0
0.84,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.06,0.02,0,0
0.88,6.225,3.029,1.46,0,0,5.371,1.11,-0.06,0.02,0,0
0.92,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.06,0.02,0,0
0.96,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.06,0.02,0,0
1,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.05,0.02,0,0
1.04,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.05,0.02,0,0
1.08,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.05,0.02,0,0
1.12,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.05,0.02,0,0
1.16,6.225,3.029,1.43,0,0,5.371,1.11,-0.05,0.02,0,0
1.2,6.225,3.029,1.43,0,0,5.371,1.11,-0.05,0.02,0,0
1.24,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.05,0.02,0,0
1.28,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.05,0.02,0,0
1.32,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.05,0.02,0,0
1.36,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.05,0.02,0,0
1.4,6.225,3.029,1.43,0,0,5.371,1.11,-0.05,0.02,0,0
1.44,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.05,0.02,0,0
1.48,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.05,0.02,0,0
1.52,6.225,3.029,1.43,0,0,5.371,1.1,-0.05,0.02,0,0
1.56,6.225,3.029,1.1,0.07,0,5.371,1.1,-0.05,0.02,0,0
1.6,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.05,0.02,0,0
1.64,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.05,0.02,0,0
1.68,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.06,0.02,0,0
1.72,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.06,0.02,0,0
1.76,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.06,0.02,0,0
1.8,6.225,3.029,3.88,-0.13,-0.14,5.371,1.11,-0.06,0.02,0,0
1.84,6.225,3.029,3.79,-0.12,-0.12,5.371,1.11,-0.06,0.02,0,0
1.88,6.225,3.029,1.1,0.07,0,5.371,1.1,-0.05,0.02,0,0
1.92,6.225,3.029,1.1,0.07,0,5.371,1.1,-0.05,0.02,0,0
1.96,6.225,3.029,1.1,0.07,0,5.371,1.1,-0.05,0.02,0,0
2,6.225,3.029,1.1,0.07,0,5.371,1.11,-0.06,0.02,0,0
2.04,6.225,3.029,1.08,0.07,0,5.371,1.11,-0.06,0.02,0,0
2.08,6.225,3.029,1.08,0.07,0,5.371,1.11,-0.06,0.02,0,0
2.12,6.225,3.029,1.08,0.06,0,5.371,1.1,-0.06,0.02,0,0
2.16,6.225,3.029,1.1,0.07,0,5.371,1.1,-0.06,0.02,0,0
2.2,6.225,3.029,1.08,0.06,0,5.371,1.11,-0.06,0.02,0,0
2.24,6.225,3.029,1.1,0.06,0,5.371,1.11,-0.06,0.02,0,0
2.28,6.225,3.029,1.1,0.06,0,5.371,1.1,-0.06,0.02,0,0
2.32,6.225,3.029,1.1,0.06,0.01,5.371,1.1,-0.06,0.02,0,0
2.36,6.225,3.029,1.1,0.06,0.01,5.371,1.11,-0.06,0.02,0,0
2.4,6.225,3.029,1.08,0.05,0.01,5.371,1.1,-0.07,0.02,0,0
2.44,6.225,3.029,1.08,0.05,0.01,5.371,1.1,-0.07,0.02,0,0
2.48,6.225,3.029,1.08,0.05,0.02,5.371,1.11,-0.08,0.02,0,0
2.52,6.225,3.029,1.08,0.04,0.02,5.371,1.11,-0.08,0.02,0,0
2.56,6.225,3.029,1.11,0.03,0.02,5.371,1.11,-0.08,0.02,0,0
2.6,6.225,3.029,1.11,0.03,0.02,5.37,1.1,-0.09,0.02,0,0
2.64,6.225,3.029,1.11,0.03,0.02,5.37,1.11,-0.1,0.02,0,0
2.68,6.225,3.029,1.08,0.01,0.03,5.37,1.11,-0.11,0.02,0,0
2.72,6.225,3.029,1.08,0,0.03,5.37,1.11,-0.11,0.02,0,0
2.76,6.225,3.029,1.08,-0.01,0.03,5.37,1.1,-0.12,0.02,0,0
2.8,6.225,3.029,1.07,-0.02,0.04,5.371,1.1,-0.13,0.02,0,0
2.84,6.225,3.029,1.08,-0.03,0.03,5.37,1.1,-0.14,0.02,0,0
2.88,6.225,3.028,1.07,-0.04,0.03,5.37,1.1,-0.15,0.02,0,0
2.92,6.225,3.028,1.07,-0.04,0.03,5.37,1.1,-0.17,0.02,0,0
2.96,6.225,3.028,1.07,-0.05,0.03,5.37,1.1,-0.18,0.02,0,0
3,6.225,3.028,1.07,-0.06,0.03,5.37,1.1,-0.18,0.02,0,0
3.04,6.225,3.028,1.07,-0.08,0.03,5.37,1.1,-0.19,0.02,0,0
3.08,6.225,3.028,1.07,-0.09,0.03,5.37,1.1,-0.2,0.02,0,0
3.12,6.225,3.028,1.08,-0.09,0.03,5.37,1.1,-0.21,0.03,0,0
3.16,6.225,3.028,1.07,-0.1,0.03,5.37,1.1,-0.22,0.03,0,0
3.2,6.225,3.028,1.08,-0.11,0.03,5.37,1.1,-0.22,0.03,0,0
3.24,6.225,3.028,1.08,-0.11,0.03,5.37,1.1,-0.23,0.03,0,0
3.28,6.224,3.028,1.08,-0.12,0.02,5.37,1.1,-0.24,0.04,0,0
3.32,6.225,3.028,1.08,-0.13,0.02,5.37,1.08,-0.24,0.04,0,0
3.36,6.224,3.028,1.08,-0.13,0.02,5.37,1.08,-0.25,0.04,0,0
3.4,6.225,3.028,1.08,-0.14,0.02,5.37,1.08,-0.25,0.04,0,0
3.44,6.225,3.028,1.1,-0.14,0.02,5.37,1.08,-0.26,0.04,0,0
3.48,6.225,3.028,1.08,-0.15,0.02,5.37,1.08,-0.26,0.04,0,0
3.52,6.224,3.028,1.08,-0.15,0.02,5.37,1.08,-0.27,0.04,0,0
3.56,6.224,3.028,1.08,-0.15,0.03,5.37,1.1,-0.27,0.04,0,0
3.6,6.224,3.028,1.1,-0.15,0.02,5.37,1.11,-0.28,0.05,0,0
3.64,6.224,3.028,1.1,-0.16,0.03,5.37,1.15,-0.29,0.04,0,0
3.68,6.224,3.028,1.1,-0.16,0.03,5.37,1.15,-0.29,0.04,0,0
3.72,6.224,3.028,1.1,-0.16,0.03,5.37,1.18,-0.3,0.04,0,0
3.76,6.225,3.028,1.1,-0.16,0.03,5.37,1.18,-0.3,0.04,0,0
3.8,6.225,3.028,1.1,-0.16,0.03,5.37,1.16,-0.3,0.04,0,0
3.84,6.224,3.028,1.1,-0.16,0.03,5.37,1.13,-0.29,0.03,0,0
3.88,6.225,3.028,1.1,-0.15,0.03,5.37,1.08,-0.27,0.03,0,0
3.92,6.224,3.028,1.1,-0.14,0.03,5.37,1.08,-0.26,0.03,0,0
3.96,6.225,3.028,1.1,-0.13,0.03,5.37,1.08,-0.26,0.03,0,0
4,6.225,3.028,1.1,-0.11,0.03,5.37,1.08,-0.24,0.02,0,0
4.04,6.225,3.028,1.08,-0.1,0.03,5.37,1.1,-0.23,0.02,0,0
4.08,6.225,3.028,1.07,-0.08,0.03,5.37,1.1,-0.21,0.02,0,0
4.12,6.225,3.028,1.08,-0.06,0.03,5.37,1.1,-0.18,0.02,0,0
4.16,6.225,3.028,1.04,-0.04,0.03,5.37,1.1,-0.18,0.02,0,0
4.2,6.225,3.028,1.08,-0.03,0.02,5.37,2.77,-0.51,-0.03,0,0
4.24,6.225,3.028,1.1,-0.01,0.02,5.37,2.77,-0.44,-0.03,0,0
4.28,6.225,3.028,1.1,-0.01,0.02,5.37,1.1,-0.1,0.02,0,0
4.32,6.225,3.029,1.1,-0.01,0.02,5.37,2.84,-0.31,-0.03,0,0
4.36,6.225,3.029,3.7,-0.05,-0.09,5.37,2.84,-0.23,-0.02,0,0
4.4,6.225,3.029,0.69,0.04,0.02,5.37,1.1,-0.01,0.02,0,0
4.44,6.224,3.029,0.69,0.04,0.02,5.37,1.1,-0.01,0.02,0,0
4.48,6.224,3.029,1.91,0.12,-0.02,5.37,2.84,-0.09,-0.02,0,0
4.52,6.224,3.029,1.87,0.14,-0.02,5.371,2.84,-0.02,-0.01,0,0
4.56,6.224,3.029,1.87,0.17,-0.03,5.371,2.77,-0.02,0.01,0,0
4.6,6.224,3.029,2.98,0.34,-0.08,5.371,2.52,0.03,0.02,0,0
4.64,6.224,3.03,2.98,0.34,-0.08,5.371,2.52,0.03,0.02,0,0
4.68,6.224,3.029,1.83,0.25,-0.04,5.371,3.2,-0.01,0.04,0,0
4.72,6.224,3.029,1.83,0.25,-0.04,5.371,3.2,-0.01,0.04,0,0
4.76,6.224,3.03,2.9,0.53,-0.12,5.371,3.2,0,0.04,0,0
4.8,6.224,3.03,1.2,0.27,-0.02,5.371,3.36,0,0.04,0,0
4.84,6.224,3.03,1.18,0.26,-0.02,5.371,1.26,0.03,0.04,0,0
4.88,6.224,3.03,1.18,0.26,-0.02,5.371,1.33,0.04,0.04,0,0
4.92,6.224,3.03,1.2,0.27,-0.02,5.371,1.33,0.04,0.04,0,0
4.96,6.224,3.03,1.22,0.27,-0.02,5.371,1.33,0.04,0.04,0,0
5,6.224,3.03,1.22,0.27,-0.02,5.371,1.43,0.04,0.03,0,0
5.04,6.224,3.03,1.18,0.26,-0.02,5.371,1.55,0.03,0.03,0,0
5.08,6.224,3.029,1.08,0.23,-0.01,5.371,1.68,0.02,0.02,0,0
5.12,6.224,3.03,1.08,0.21,-0.01,5.371,1.68,0.02,0.02,0,0
5.16,6.224,3.03,1.08,0.2,-0.01,5.371,3.2,0,-0.02,0,0
5.2,6.224,3.029,1.08,0.18,-0.01,5.371,3.2,0,-0.02,0,0
5.24,6.224,3.03,1.08,0.16,-0.01,5.371,1.58,0.03,0.01,0,0
5.28,6.225,3.029,1.08,0.14,-0.01,5.371,1.11,0.06,0.01,0,0
5.32,6.224,3.029,1.07,0.12,-0.01,5.371,1.11,0.04,0.01,0,0
5.36,6.225,3.029,1.08,0.11,-0.01,5.371,1.1,0.01,0.01,0,0
5.4,6.224,3.029,1.08,0.07,-0.01,5.371,1.1,0.01,0.01,0,0
5.44,6.225,3.029,1.08,0.05,0,5.371,1.11,-0.02,0,0,0
5.48,6.224,3.029,1.08,0.03,0,5.371,1.1,-0.05,0,0,0
5.52,6.225,3.029,1.08,0.01,0,5.371,1.1,-0.08,0,0,0
5.56,6.225,3.029,1.08,-0.01,0,5.371,1.1,-0.11,0,0,0
